"Ensembl_ID","Gene_symbol","Log_FoldChange","logCPM","PValue","FDR_adjusted_P.value","Power","BCOV"
"ENSMUSG00000048371","Pdp2",-0.86,3.428,0.0131056742748473,0.0552958012225642,0.65,0.262
"ENSMUSG00000026134","Prim2",-0.714,3.936,0.0131214728173871,0.0553486389586137,0.646,0.217
"ENSMUSG00000020612","Prkar1a",0.423,7.763,0.0131515035437346,0.0554614691494954,0.896,0.127
"ENSMUSG00000025791","Pgm2",0.647,4.502,0.0131695542791298,0.0555237345830176,0.707,0.19
"ENSMUSG00000020676","Ccl11",-3.485,-1.506,0.0132133117916331,0.0556943234360229,0.509,0.933
"ENSMUSG00000041673","Lrrc18",-1.548,1.267,0.0132426721689214,0.0558041581821531,0.57,0.463
"ENSMUSG00000038473","Nos1ap",2.43,0.248,0.0132631082226512,0.0558763407495289,0.676,0.611
"ENSMUSG00000039691","Tspan10",3.498,-0.568,0.0132668980937692,0.0558783758695192,0.753,0.787
"ENSMUSG00000026201","Stk16",-0.56,4.84,0.0132703523326798,0.0558789966901627,0.679,0.171
"ENSMUSG00000024587","Nars",0.425,7.01,0.0132815793860784,0.0559123389302326,0.853,0.127
"ENSMUSG00000037013","Ss18",0.469,5.654,0.0133733763236333,0.0562847604275855,0.737,0.139
"ENSMUSG00000024998","Plce1",-1.548,1.03,0.0133785765318012,0.0562926260543769,0.525,0.463
"ENSMUSG00000026083","Eif5b",0.433,6.944,0.013400512465194,0.0563708886325239,0.851,0.13
"ENSMUSG00000040374","Pex2",-0.546,4.84,0.0134058166215854,0.0563791660705701,0.667,0.167
"ENSMUSG00000048707","Tprn",-0.754,3.738,0.0134261066878968,0.0564504480746653,0.637,0.23
"ENSMUSG00000034551","Hdx",-5.6,-2.889,0.0135016679448912,0.0567540261026796,0.564,0.987
"ENSMUSG00000021843","Ktn1",0.473,5.781,0.0135386340371714,0.0568952593782943,0.757,0.141
"ENSMUSG00000026765","Lypd6b",-2.192,-0.504,0.0135964015944974,0.0571238175394872,0.431,0.625
"ENSMUSG00000067931","Zfp948",-0.799,3.577,0.0136091909390382,0.057163337928876,0.637,0.244
"ENSMUSG00000054604","Cggbp1",-0.44,6.269,0.0136706984331954,0.0574074210050041,0.778,0.135
"ENSMUSG00000062960","Kdr",-1.131,2.813,0.0136742670073531,0.0574081400969571,0.677,0.347
"ENSMUSG00000020483","Dynll2",0.478,5.789,0.0136831702735846,0.057431249697723,0.762,0.143
"ENSMUSG00000022221","Ripk3",0.523,5.186,0.0136883653317877,0.0574387875283208,0.714,0.155
"ENSMUSG00000025134","Alyref",-0.547,5.289,0.0137014927916847,0.057479599104739,0.733,0.168
"ENSMUSG00000041477","Dcp1b",-0.604,4.345,0.0137518532095768,0.0576765489043011,0.631,0.185
"ENSMUSG00000038700","Hoxb5",-3.335,-1.544,0.013783150034179,0.0577934663219742,0.481,0.86
"ENSMUSG00000044055","Otos",6.419,-2.05,0.0137880614676401,0.0577997178566565,0.882,0.93
"ENSMUSG00000079083","Jrkl",-0.931,3.197,0.0137998610298755,0.0578348342467351,0.647,0.285
"ENSMUSG00000039989","Cbx4",-0.585,5.09,0.0138556546331541,0.0580542653089604,0.732,0.18
"ENSMUSG00000034209","Rasl10a",-2.715,-1.166,0.0138811644226774,0.0581467318825987,0.43,0.734
"ENSMUSG00000001168","Oas1h",6.407,-2.077,0.0138899332997724,0.0581690440891086,0.876,0.931
"ENSMUSG00000040940","Arhgef1",-0.438,8.542,0.0139209024686807,0.0582842938344318,0.908,0.136
"ENSMUSG00000044646","Zbtb7c",3.13,-1.096,0.0139419174089174,0.0583578202565979,0.564,0.691
"ENSMUSG00000068323","Slc4a5",-2.358,0.259,0.0139550641763702,0.0583983839654048,0.611,0.702
"ENSMUSG00000051236","Msrb3",-1.639,1.197,0.0139645804390281,0.0584237386131955,0.585,0.496
"ENSMUSG00000021495","Fam193b",-0.46,6.881,0.0139711708454173,0.0584368428083814,0.843,0.143
"ENSMUSG00000056820","Tsnax",-0.481,5.36,0.0140349525789519,0.0586890939567257,0.688,0.148
"ENSMUSG00000028184","Adgrl2",-2.16,3.077,0.01405450552133,0.0587563172437986,0.886,0.664
"ENSMUSG00000019461","Plscr3",0.596,4.603,0.0140935792279038,0.0589050956698288,0.68,0.177
"ENSMUSG00000034881","Tbxa2r",-3.354,-1.566,0.0141335410633512,0.0590451243567416,0.48,0.864
"ENSMUSG00000050919","Zfp366",1.312,3.399,0.0141340707789691,0.0590451243567416,0.84,0.377
"ENSMUSG00000091475","2810468N07Rik",-2.781,-1.179,0.0141465740870296,0.0590827505987707,0.438,0.769
"ENSMUSG00000002205","Vrk3",0.513,5.023,0.0141569052485812,0.0591112885817951,0.676,0.153
"ENSMUSG00000028158","Mttp",2.229,-0.2,0.014222285957026,0.0593696116852337,0.524,0.559
"ENSMUSG00000026566","Mpzl1",1.422,1.732,0.0142345979948573,0.0594063316663615,0.634,0.397
"ENSMUSG00000030055","Rab43",0.642,6.628,0.0142395320071528,0.059412249841202,0.898,0.193
"ENSMUSG00000029319","Coq2",-0.681,4.356,0.0142641920954935,0.0595004487853986,0.686,0.211
"ENSMUSG00000032010","Usp2",-0.917,3.15,0.0142899885012827,0.059593342965122,0.629,0.283
"ENSMUSG00000074217","2210011C24Rik",3.328,-0.933,0.0142952512125894,0.0595933754754011,0.642,0.745
"ENSMUSG00000048721","Fndc9",1.91,0.426,0.0143016387316577,0.0595933754754011,0.552,0.508
"ENSMUSG00000075602","Ly6a",-1.116,3.239,0.0143067330558456,0.0595933754754011,0.73,0.346
"ENSMUSG00000020471","Pold2",-0.787,3.619,0.0143076295599303,0.0595933754754011,0.635,0.242
"ENSMUSG00000026463","Atp2b4",0.769,4.049,0.0143063421848252,0.0595933754754011,0.712,0.227
"ENSMUSG00000009876","Cox4i2",-2.325,-0.429,0.0143396168454297,0.0597008816129606,0.477,0.669
"ENSMUSG00000027318","Adam33",0.677,5.128,0.0143405064781043,0.0597008816129606,0.804,0.202
"ENSMUSG00000054072","Iigp1",1.495,1.568,0.0143451029578261,0.0597053078279178,0.631,0.416
"ENSMUSG00000044286","Olfr221",-5.635,-2.87,0.0143612892476264,0.0597579575736002,0.572,1.001
"ENSMUSG00000097915","A330009N23Rik",2.092,0.367,0.0144044804161914,0.0599229222237329,0.599,0.547
"ENSMUSG00000053641","Dennd4a",0.598,6.692,0.0144599445197582,0.0601388487558145,0.89,0.181
"ENSMUSG00000033967","Rnf225",4.498,-1.814,0.0144737799172662,0.0601527836869306,0.672,0.825
"ENSMUSG00000026049","Tex30",-1.068,3.041,0.0144739743443638,0.0601527836869306,0.683,0.331
"ENSMUSG00000001280","Sp1",-0.434,6.382,0.0144696386280855,0.0601527836869306,0.782,0.135
"ENSMUSG00000024169","Ift140",-0.508,5.241,0.0144873407677388,0.0601935294549425,0.693,0.157
"ENSMUSG00000031748","Gnao1",-2.605,1.449,0.0144924372264489,0.0601999027169454,0.821,0.785
"ENSMUSG00000050148","Ubqln2",-0.467,5.484,0.0145035935201375,0.0602314385114976,0.692,0.144
"ENSMUSG00000018830","Myh11",-2.91,-0.464,0.0145824745557621,0.0605441412882721,0.598,0.84
"ENSMUSG00000030382","Slc27a5",-5.618,-2.874,0.0145960556527137,0.0605856419600974,0.568,1.005
"ENSMUSG00000004609","Cd33",-0.594,4.809,0.0146020367652211,0.0605955838061656,0.695,0.184
"ENSMUSG00000017716","Birc5",-0.672,4.451,0.0146120373911551,0.0606221968661278,0.693,0.209
"ENSMUSG00000054342","Kcnn4",1.998,2.651,0.01463526944185,0.0607012185471183,0.895,0.553
"ENSMUSG00000047613","A430005L14Rik",-0.757,3.668,0.0146418609775153,0.0607012185471183,0.623,0.234
"ENSMUSG00000020736","Nt5c",-0.501,5.069,0.0146384525754561,0.0607012185471183,0.659,0.155
"ENSMUSG00000032413","Rasa2",0.739,4.513,0.0146693905420423,0.0608004320283126,0.76,0.22
"ENSMUSG00000079057","Cyp4v3",0.487,6.561,0.0147097833499922,0.0609528982462404,0.842,0.148
"ENSMUSG00000050555","Hyls1",-1.068,2.503,0.0147458440754651,0.0610873432672737,0.593,0.328
"ENSMUSG00000030205","Gprc5d",-3.522,-1.687,0.0147940610774419,0.0612616646157607,0.476,0.951
"ENSMUSG00000041075","Fzd7",0.642,6.021,0.0147951741801941,0.0612616646157607,0.864,0.194
"ENSMUSG00000034163","Zfc3h1",0.505,5.3,0.0148053898370033,0.0612889459739543,0.71,0.152
"ENSMUSG00000035459","Stab2",1.813,1.11,0.0148093428156549,0.0612902951013804,0.655,0.496
"ENSMUSG00000025745","Hadha",-0.477,7.496,0.0148329047717765,0.0613727778730359,0.878,0.15
"ENSMUSG00000032174","Icam5",-1.789,0.279,0.0148475424356941,0.0614183040583499,0.461,0.532
"ENSMUSG00000048856","Slc25a47",-1.769,0.246,0.0148719422564352,0.061504180188263,0.449,0.526
"ENSMUSG00000006476","Nsmf",0.576,4.841,0.0148790376429804,0.0615184678470962,0.699,0.173
"ENSMUSG00000035285","Nat14",-1.833,0.179,0.0148850386659948,0.0615282248967661,0.457,0.543
"ENSMUSG00000024885","Aldh3b1",-0.474,6.845,0.0149005954456674,0.0615774668234013,0.841,0.149
"ENSMUSG00000027618","Nfs1",-0.501,5.044,0.0149220579513712,0.0616510844162031,0.654,0.155
"ENSMUSG00000000093","Tbx2",-1.411,1.614,0.0149303433797259,0.0616702376999776,0.578,0.433
"ENSMUSG00000003344","Btbd2",-0.508,4.996,0.0149470930644422,0.0617243349469561,0.652,0.157
"ENSMUSG00000069266","Hist1h4b",-4.796,-2.529,0.0149610733847257,0.0617669724053496,0.531,0.94
"ENSMUSG00000072244","Trim6",-1.103,2.786,0.0149648211192212,0.0617673539991693,0.655,0.343
"ENSMUSG00000049928","Glp2r",6.449,-2.041,0.0149962477179105,0.0618819521214288,0.883,0.956
"ENSMUSG00000078880","Gm14308",3.225,-0.6,0.0150194594365703,0.0619626038962805,0.676,0.789
"ENSMUSG00000032131","Abcg4",-3.52,-0.48,0.0150772633101144,0.0621858909969034,0.701,1.004
"ENSMUSG00000034037","Fgd5",-1.836,1.728,0.0151077743307746,0.0622855950023256,0.722,0.567
"ENSMUSG00000055041","Commd5",-0.949,2.952,0.0151088089664181,0.0622855950023256,0.61,0.294
"ENSMUSG00000090000","Ier3ip1",-0.477,5.216,0.0151155808508381,0.0622983134676737,0.657,0.148
"ENSMUSG00000028893","Sesn2",0.588,5.208,0.0151233364749656,0.0623150791889708,0.759,0.178
"ENSMUSG00000037204","Atg101",-0.658,4.214,0.0151836930327638,0.0625485238585183,0.645,0.205
"ENSMUSG00000034602","Mon2",0.432,6.543,0.0152011383849699,0.0626051270848699,0.807,0.132
"ENSMUSG00000010760","Phlda2",-3.727,-2.263,0.0152076494556008,0.0626166814085629,0.405,0.92
"ENSMUSG00000027203","Dut",-0.831,3.493,0.0152165489811996,0.062638062042463,0.636,0.259
"ENSMUSG00000019843","Fyn",0.595,5.972,0.0152395032429644,0.0627172736969345,0.841,0.181
"ENSMUSG00000038042","Ptpdc1",-1.025,2.789,0.0152675640363579,0.0628065225781063,0.619,0.319
"ENSMUSG00000048787","Dcun1d3",-1.048,3.08,0.0152686231951036,0.0628065225781063,0.677,0.327
"ENSMUSG00000031536","Polb",0.684,4.306,0.0152752251204432,0.0628183874629471,0.693,0.205
"ENSMUSG00000026303","Mlph",-1.243,2.138,0.0152897550544706,0.0628628420706677,0.603,0.387
"ENSMUSG00000058638","Zfp110",-0.551,4.694,0.0152998913840568,0.0628892154239339,0.639,0.171
"ENSMUSG00000033799","Fam208b",-0.478,5.264,0.0153255684498516,0.0629794396073909,0.666,0.149
"ENSMUSG00000033837","Foxh1",6.158,-2.261,0.0153319202656915,0.0629885666918061,0.816,0.884
"ENSMUSG00000056429","Tgoln1",0.417,7.948,0.0153352446070594,0.0629885666918061,0.891,0.128
"ENSMUSG00000032594","Ip6k1",0.482,6.35,0.0153422863386545,0.0630021760754759,0.819,0.147
"ENSMUSG00000002055","Spag5",-0.788,3.83,0.015389808867884,0.0631819704201903,0.665,0.246
"ENSMUSG00000026768","Itga8",-1.525,2.094,0.0153952141500773,0.0631888094991515,0.693,0.475
"ENSMUSG00000047843","Bri3",0.474,5.629,0.0154194033157848,0.063272723950979,0.729,0.144
"ENSMUSG00000027739","Rab33b",-0.635,4.286,0.0154281278810014,0.0632931548757373,0.639,0.198
"ENSMUSG00000043664","Tmem221",1.638,2.165,0.0154361411166325,0.0632960251680373,0.775,0.463
"ENSMUSG00000004846","Plod3",-0.498,7.934,0.0154363190742976,0.0632960251680373,0.894,0.158
"ENSMUSG00000078877","Gm14295",1.48,1.597,0.0154561259148591,0.0633618669843013,0.628,0.416
"ENSMUSG00000030515","Tarsl2",-0.882,3.146,0.0154607295406633,0.0633653669119885,0.606,0.274
"ENSMUSG00000018340","Anxa6",0.45,7.438,0.015481367171499,0.0634345641280285,0.878,0.138
"ENSMUSG00000028024","Enpep",-1.904,1.063,0.0154964839705978,0.063481111790342,0.635,0.584
"ENSMUSG00000021275","Tecpr2",0.602,4.439,0.0155118765583177,0.0635287663796541,0.652,0.181
"ENSMUSG00000022537","Tmem44",-1.722,0.683,0.015520749633678,0.0635497037339207,0.513,0.525
"ENSMUSG00000025330","Padi4",1.953,0.559,0.0155318649354003,0.0635798095151148,0.593,0.521
"ENSMUSG00000096573","1700009J07Rik",-5.771,-2.783,0.0155437885431938,0.0636132087195176,0.608,1.064
"ENSMUSG00000061535","C1qtnf7",-3.227,-1.506,0.0155525980573506,0.0636208319181755,0.459,0.889
"ENSMUSG00000038074","Fkbp14",-1.525,1.066,0.0155531812435781,0.0636208319181755,0.518,0.466
"ENSMUSG00000041957","Pkp2",1.681,1.142,0.0155607298195284,0.0636363050557579,0.615,0.464
"ENSMUSG00000008690","Ncaph2",-0.416,6.474,0.0156278821872068,0.0638954641179337,0.772,0.131
"ENSMUSG00000031635","Anxa10",7.253,-1.345,0.0156545024953434,0.0639888203111545,0.982,1.134
"ENSMUSG00000020671","Rab10",0.416,7.028,0.015676566961841,0.0640635135480504,0.837,0.128
"ENSMUSG00000038745","Nlrp6",6.213,-2.213,0.0157089172790367,0.0641646807302786,0.831,0.902
"ENSMUSG00000031860","Pbx4",4.455,-1.737,0.0157060398987705,0.0641646807302786,0.676,0.864
"ENSMUSG00000051980","Casr",4.247,-1.963,0.0157456366117401,0.0642935875940984,0.591,0.783
"ENSMUSG00000097242","Gm16907",1.079,2.866,0.0157480861079402,0.0642935875940984,0.68,0.316
"ENSMUSG00000019278","Dpep1",-2.187,0.098,0.0157905460777344,0.0644513641597962,0.535,0.659
"ENSMUSG00000045273","Cenph",-1.338,1.529,0.0158505110226239,0.0646733419622822,0.533,0.411
"ENSMUSG00000063410","Stk24",-0.41,7.317,0.0158525850637811,0.0646733419622822,0.841,0.13
"ENSMUSG00000070291","Ddx43",-1.976,0.494,0.0159236259216311,0.0649318124574618,0.554,0.598
"ENSMUSG00000026200","Glb1l",0.687,4.028,0.015920198330744,0.0649318124574618,0.648,0.206
"ENSMUSG00000068205","Macrod2",-1.826,0.978,0.0159373383073158,0.0649720489063987,0.595,0.565
"ENSMUSG00000044857","Lemd2",0.46,5.983,0.015975072272826,0.065110171554803,0.761,0.141
"ENSMUSG00000030291","Med21",-0.764,3.739,0.0159857645275388,0.0651380393022306,0.634,0.24
"ENSMUSG00000025485","Ric8a",-0.549,5.259,0.0159908605910094,0.0651430960141941,0.72,0.173
"ENSMUSG00000022283","Pabpc1",0.42,9.395,0.016063927785513,0.0654249823378159,0.924,0.13
"ENSMUSG00000058240","Cryzl1",-0.564,4.579,0.0160789731329244,0.0654704790361822,0.628,0.177
"ENSMUSG00000049625","Tifab",-0.465,6.313,0.0161323403027821,0.0656719552966541,0.787,0.147
"ENSMUSG00000078922","Tgtp1",3.223,1.063,0.0161858248096492,0.0658738120504461,0.911,0.815
"ENSMUSG00000002767","Mrpl2",-0.598,4.483,0.0161905053785426,0.0658769949161117,0.639,0.188
"ENSMUSG00000053063","Clec12a",0.49,6.247,0.0161991181487259,0.0658961719973928,0.809,0.151
"ENSMUSG00000021903","Galnt15",-2.311,-0.188,0.0162035677680797,0.0658984086991603,0.512,0.692
"ENSMUSG00000044811","Cd300c2",0.46,7.775,0.01621807014158,0.0659415181069343,0.892,0.142
"ENSMUSG00000080712","Hist3h2bb-ps",6.147,-2.27,0.0162591261819371,0.0660925461203688,0.811,0.894
"ENSMUSG00000036501","Fam13b",-0.417,6.246,0.0163476755620025,0.066436513142549,0.744,0.132
"ENSMUSG00000033107","Rnf125",-2.442,0.256,0.0163946032818792,0.0665951938118256,0.625,0.736
"ENSMUSG00000025104","Hdgfrp3",-0.974,3.093,0.0163924558824233,0.0665951938118256,0.641,0.307
"ENSMUSG00000017639","Rab11fip4",-0.714,3.918,0.01643106890733,0.0667272776726897,0.63,0.225
"ENSMUSG00000059657","Stfa2l1",3.51,-0.859,0.016445309996032,0.0667690649478492,0.679,0.838
"ENSMUSG00000099292","Mir6916",-4.079,-2.567,0.0164551754966882,0.0667770306299322,0.404,0.927
"ENSMUSG00000026779","Mastl",-1.095,2.407,0.0164526042487275,0.0667770306299322,0.582,0.343
"ENSMUSG00000004221","Ikbkg",0.518,5.559,0.0164836814535069,0.0668766504685137,0.75,0.159
"ENSMUSG00000005410","Mcm5",-1.518,1.102,0.0165409599755886,0.067092928868818,0.52,0.468
"ENSMUSG00000024120","Lrpprc",0.504,5.192,0.0165526643968949,0.0671242915715696,0.686,0.154
"ENSMUSG00000063605","Ccdc102a",1.096,3.546,0.0165585201297495,0.0671319273398529,0.783,0.326
"ENSMUSG00000042626","Shc1",-0.407,7.127,0.0165660481853766,0.0671463377875977,0.823,0.129
"ENSMUSG00000033257","Ttll4",-0.484,5.2,0.0166165495771321,0.067334881236062,0.656,0.152
"ENSMUSG00000031024","St5",-1.294,1.617,0.0166535761046156,0.0674687434705811,0.528,0.402
"ENSMUSG00000026196","Bard1",-1.111,2.469,0.0166787473350719,0.06755452360212,0.599,0.35
"ENSMUSG00000006356","Crip2",-1.088,2.666,0.016685922584632,0.0675673903271296,0.622,0.343
"ENSMUSG00000090326","Dthd1",5.993,-2.365,0.0167041570829801,0.0676250230925248,0.773,0.849
"ENSMUSG00000035585","Tsen34",-0.654,4.062,0.0167249224520437,0.0676928717591941,0.611,0.206
"ENSMUSG00000066838","Zfp772",-1.137,2.574,0.0167610146521654,0.0678064700963108,0.629,0.358
"ENSMUSG00000057134","Ado",-0.517,5.069,0.0167578858593179,0.0678064700963108,0.664,0.163
"ENSMUSG00000035759","Bbs10",1.637,1.093,0.0167696567549841,0.06782519383574,0.585,0.46
"ENSMUSG00000075555","Gm10863",2.753,-0.392,0.0168144135110606,0.0679899400597996,0.611,0.707
"ENSMUSG00000019899","Lama2",-2.216,-0.099,0.0168346037518111,0.0680552952627042,0.505,0.667
"ENSMUSG00000041891","Lman1",0.463,5.725,0.0168408482541157,0.0680642558713337,0.727,0.142
"ENSMUSG00000017493","Igfbp4",0.794,4.429,0.0168593238727075,0.0681226338596392,0.768,0.241
"ENSMUSG00000026790","Odf2",-0.422,6.202,0.0168769610069601,0.0681775967237897,0.74,0.134
"ENSMUSG00000044982","Sft2d3",-1.299,1.579,0.0168901113129652,0.0682144122768849,0.522,0.405
"ENSMUSG00000027562","Car2",1.578,2.657,0.0169113767825217,0.0682839772690686,0.814,0.457
"ENSMUSG00000048096","Lmod1",-4.164,-2.516,0.0169860099882834,0.0685689433306291,0.424,0.966
"ENSMUSG00000020608","Smc6",-0.41,6.276,0.0169916367611385,0.0685752753737089,0.739,0.13
"ENSMUSG00000013076","Amotl1",-1.444,2.209,0.017000310710743,0.0685938993290676,0.679,0.458
"ENSMUSG00000028426","Rad23b",0.488,7.079,0.0170258069371675,0.0686803737465402,0.866,0.152
"ENSMUSG00000094504","Gm5294",6.333,-2.133,0.0170453361416217,0.0687263398046107,0.854,0.956
"ENSMUSG00000060260","Pwwp2b",0.793,3.763,0.0170420166224734,0.0687263398046107,0.67,0.24
"ENSMUSG00000031493","Ggn",2.747,0.56,0.0170551451002823,0.0687494851871591,0.785,0.723
"ENSMUSG00000053646","Plxnb1",-1.81,0.761,0.0170611036660605,0.0687571022535393,0.549,0.563
"ENSMUSG00000056211","R3hdm1",0.512,6.315,0.0170779228730937,0.0688084741796701,0.823,0.159
"ENSMUSG00000004947","Dtx2",0.684,4.03,0.0170878957431499,0.0688322436871863,0.642,0.207
"ENSMUSG00000039414","Heatr5b",0.521,4.957,0.0171019785088061,0.0688725531081521,0.662,0.16
"ENSMUSG00000036805","Noxa1",-4.024,-2.61,0.0171408237119005,0.0690125420737896,0.386,0.935
"ENSMUSG00000026238","Ptma",-0.427,9.43,0.0171543968144954,0.0690507378207105,0.907,0.137
"ENSMUSG00000051220","Ercc6l",-1.036,2.531,0.0171684491636741,0.0690908440028018,0.574,0.327
"ENSMUSG00000015401","Tmem27",-5.578,-2.895,0.0171728189229654,0.0690919748000643,0.553,1.045
"ENSMUSG00000003379","Cd79a",-1.028,3.322,0.017196299829864,0.0691699772732782,0.696,0.328
"ENSMUSG00000036504","Phpt1",0.934,3.164,0.0172590818214777,0.0694059887242574,0.651,0.28
"ENSMUSG00000028763","Hspg2",-1.643,2.752,0.0173021091451681,0.0695624649857364,0.789,0.525
"ENSMUSG00000000901","Mmp11",-2.348,-0.373,0.0173171495134157,0.0696063730917455,0.483,0.712
"ENSMUSG00000045409","Trim39",-0.476,5.084,0.0173401069448258,0.0696489486935266,0.627,0.151
"ENSMUSG00000028149","Rap1gds1",-0.479,5.748,0.0173393571257192,0.0696489486935266,0.726,0.153
"ENSMUSG00000098188","Sowahc",0.411,7.731,0.0173374036787673,0.0696489486935266,0.87,0.129
"ENSMUSG00000022338","Eny2",-0.668,3.905,0.0174008830950308,0.0698764549761955,0.592,0.212
"ENSMUSG00000020287","Mpg",-0.832,3.457,0.0174093286246661,0.0698937598240933,0.622,0.265
"ENSMUSG00000025165","Sectm1a",6.007,-2.37,0.0174146177798816,0.069898387468988,0.771,0.875
"ENSMUSG00000050064","Zfp697",-2.688,-0.694,0.0174423100207575,0.069992912545894,0.501,0.796
"ENSMUSG00000053559","Smagp",-1.226,2.11,0.0174725328632021,0.0700820348148047,0.585,0.388
"ENSMUSG00000073481","Marc2",-0.471,5.372,0.0174728141007677,0.0700820348148047,0.667,0.15
"ENSMUSG00000084821","Gm15880",1.996,0.164,0.0174838282311088,0.0701095703486656,0.519,0.543
"ENSMUSG00000021870","Slmap",0.433,6.074,0.0175110253702865,0.0702019707490157,0.743,0.135
"ENSMUSG00000000544","Gpa33",5.072,-1.41,0.0175240480996006,0.0702375153669476,0.833,0.973
"ENSMUSG00000001424","Snd1",0.438,7.474,0.0175506790395953,0.0703275727794834,0.867,0.137
"ENSMUSG00000063354","Slc39a4",1.772,0.984,0.0175730684702673,0.0704005953083397,0.609,0.499
"ENSMUSG00000018925","Heatr9",1.963,0.836,0.0176098578163488,0.0705145444030006,0.642,0.546
"ENSMUSG00000019210","Atp6v1e1",0.475,7.582,0.0176089676148394,0.0705145444030006,0.883,0.149
"ENSMUSG00000027699","Ect2",-0.89,3.211,0.0176209644478802,0.0705255938513216,0.614,0.283
"ENSMUSG00000021366","Hivep1",0.554,6.434,0.0176199016581884,0.0705255938513216,0.848,0.172
"ENSMUSG00000001666","Ddt",0.731,4.013,0.0176380035050719,0.070577073935284,0.669,0.223
"ENSMUSG00000050921","P2ry10",0.935,5.476,0.0176565966633644,0.0706347467844534,0.887,0.286
"ENSMUSG00000090881","Gm6904",6.489,-2.005,0.0176609575503379,0.0706354699847599,0.888,0.996
"ENSMUSG00000043286","Pnpla1",3.146,-0.835,0.0176706571319997,0.0706547530131353,0.615,0.746
"ENSMUSG00000065944","Rnu2-10",-1.873,0.018,0.0176741413768803,0.0706547530131353,0.435,0.565
"ENSMUSG00000041298","Katnal1",1.125,2.99,0.0176986625918966,0.0707360455245668,0.714,0.336
"ENSMUSG00000020323","Prss57",4.541,-1.188,0.0177071085355141,0.0707530669267243,0.804,0.92
"ENSMUSG00000068264","Ap5s1",-0.485,5.144,0.0177227909251773,0.0707989884287578,0.644,0.154
"ENSMUSG00000040339","Fam102b",0.429,6.271,0.0177577166447551,0.0709217432907284,0.763,0.134
"ENSMUSG00000030286","Emc3",0.427,5.927,0.017770378945599,0.0709555442870351,0.718,0.133
"ENSMUSG00000061232","H2-K1",0.41,10.837,0.017794920120229,0.071036749395613,0.927,0.129
"ENSMUSG00000049130","C5ar1",-0.501,7.373,0.0178191217358881,0.0711165609572595,0.864,0.162
"ENSMUSG00000004040","Stat3",0.414,7.931,0.0178257335362754,0.0711261500108577,0.878,0.13
"ENSMUSG00000022094","Slc39a14",-0.473,5.323,0.0178550982922107,0.0712264992780397,0.66,0.151
"ENSMUSG00000036893","Ehmt1",0.477,5.692,0.0178668617917058,0.0712547547786766,0.73,0.148
"ENSMUSG00000017485","Top2b",-0.405,6.718,0.0178706149101687,0.0712547547786766,0.779,0.13
"ENSMUSG00000025656","Arhgef9",2.052,0.716,0.0178953290415467,0.0713295232102582,0.648,0.562
"ENSMUSG00000033392","Clasp2",0.441,5.768,0.0178978091141848,0.0713295232102582,0.708,0.137
"ENSMUSG00000039891","Txlnb",2.075,0.407,0.017941127802185,0.0714818686924679,0.593,0.565
"ENSMUSG00000038085","Cnbd2",-1.006,3.041,0.0179444956203958,0.0714818686924679,0.642,0.322
"ENSMUSG00000051000","Fam160a1",-3.395,-2.008,0.0179504800667982,0.0714888550951581,0.39,0.938
"ENSMUSG00000047710","Champ1",-0.63,4.118,0.0179561871808865,0.0714947339732845,0.598,0.2
"ENSMUSG00000070806","Zmynd12",-5.573,-2.898,0.0179647623463216,0.0715120268853103,0.55,1.056
"ENSMUSG00000018189","Uchl5",-0.5,4.808,0.0179970462862488,0.0716236665438134,0.602,0.159
"ENSMUSG00000057649","Brd9",-0.456,5.761,0.0180054694891545,0.0716403163239306,0.707,0.146
"ENSMUSG00000005338","Cadm3",2.921,0.578,0.0180648407960164,0.0718596232982782,0.814,0.768
"ENSMUSG00000043067","Dpy19l1",0.534,5.431,0.0181056422866574,0.0720049760790625,0.739,0.166
"ENSMUSG00000038967","Pdk2",-0.736,3.648,0.0181665775898676,0.0722303124973136,0.593,0.235
"ENSMUSG00000039246","Lyplal1",-1.589,1.618,0.0181747115304351,0.0722456540675823,0.628,0.505
"ENSMUSG00000050195","Scd4",2.096,0.644,0.0182381145282621,0.0724635925931278,0.644,0.576
"ENSMUSG00000029655","N4bp2l2",-0.44,5.557,0.018235388261844,0.0724635925931278,0.662,0.141
"ENSMUSG00000075284","Wipf1",0.418,7.65,0.0182445903610844,0.0724722820690184,0.865,0.132
"ENSMUSG00000029592","Usp30",0.564,4.601,0.0182597754783701,0.0724985164552392,0.638,0.174
"ENSMUSG00000020859","Spag9",0.423,7.609,0.0182594582526906,0.0724985164552392,0.865,0.133
"ENSMUSG00000037681","Esyt3",-1.342,1.353,0.0182705048051869,0.072524075686645,0.496,0.422
"ENSMUSG00000023175","Bsg",0.411,7.416,0.0183123044933684,0.0726729265685623,0.849,0.13
"ENSMUSG00000002797","Ggct",-1.28,2.435,0.0183338531639495,0.0727413596535383,0.655,0.411
"ENSMUSG00000034801","Sos2",0.489,5.433,0.0183490994044465,0.0727847609709712,0.701,0.152
"ENSMUSG00000054727","1700013H16Rik",-4.084,-2.565,0.0184010088691407,0.0729735385756251,0.403,0.95
"ENSMUSG00000087231","E230016M11Rik",2.658,0.779,0.01843414796711,0.0730878067452428,0.794,0.717
"ENSMUSG00000026269","Rnpepl1",0.456,6.961,0.0184457891346733,0.0731168061922845,0.84,0.144
