"Ensembl_ID","Gene_symbol","Log_FoldChange","logCPM","PValue","FDR_adjusted_P.value","Power","BCOV"
"ENSMUSG00000048806","Ifnb1",15.389,6.58,4.40927660797842e-210,7.45079561216193e-206,1,0.133
"ENSMUSG00000024008","Cpne5",-6.512,7.468,2.68228075770397e-204,2.26625901218408e-200,1,0.136
"ENSMUSG00000030278","Cidec",-6.763,6.929,1.55405143336438e-199,8.75345370699709e-196,1,0.139
"ENSMUSG00000010651","Acaa1b",-6.851,6.204,4.53787500051834e-179,1.91702529396897e-175,1,0.146
"ENSMUSG00000034459","Ifit1",7.815,6.821,3.63608276496699e-168,1.22885053124824e-164,1,0.136
"ENSMUSG00000019577","Pdk4",-5.899,5.904,4.89888246077319e-163,1.37968859703576e-159,1,0.138
"ENSMUSG00000020911","Krt19",-5.222,7.616,1.79694557122687e-160,4.33782660894165e-157,1,0.133
"ENSMUSG00000045932","Ifit2",6.683,7.556,1.34346571742673e-154,2.83773546163462e-151,1,0.134
"ENSMUSG00000020641","Rsad2",8.386,7.494,1.99120635310937e-153,3.73860055053802e-150,1,0.153
"ENSMUSG00000030605","Mfge8",6.267,9.998,3.93457873816399e-128,6.64865115174951e-125,1,0.146
"ENSMUSG00000022415","Syngr1",7.023,6.676,2.56063590909793e-127,3.9336023265397e-124,1,0.15
"ENSMUSG00000015852","Fcrls",7.599,5.704,4.03565605683729e-126,5.68287633736971e-123,1,0.15
"ENSMUSG00000072601","Ear1",-5.897,7.809,2.25962682643642e-124,2.93716723947097e-121,1,0.166
"ENSMUSG00000030786","Itgam",6.454,8.361,1.74526416135595e-120,2.10653384275663e-117,1,0.151
"ENSMUSG00000002985","Apoe",7.793,13.564,2.23365703693325e-118,2.51628910733987e-115,1,0.175
"ENSMUSG00000017009","Sdc4",5.482,7.415,6.54742633251381e-112,6.91490063542615e-109,1,0.139
"ENSMUSG00000020836","Coro6",-6.446,5.94,1.87352737689096e-110,1.86228621262962e-107,1,0.182
"ENSMUSG00000053398","Phgdh",-4.302,6.223,2.30192785332518e-110,2.16099871474938e-107,1,0.134
"ENSMUSG00000022126","Acod1",5.081,6.279,3.1161887218594e-108,2.77143984326211e-105,1,0.132
"ENSMUSG00000018930","Ccl4",6.154,9.745,5.39911627087206e-108,4.56171333725981e-105,1,0.157
"ENSMUSG00000032487","Ptgs2",6.149,8.563,8.25939407686193e-103,6.6460591005149e-100,1,0.159
"ENSMUSG00000000957","Mmp14",5.551,7.508,6.36594002355159e-101,4.88962065990794e-98,1,0.149
"ENSMUSG00000056529","Ptafr",5.32,7.247,1.10884026771796e-99,8.14660123647739e-97,1,0.145
"ENSMUSG00000061397","Krt79",-6.13,7.529,7.7705595924566e-99,5.47112149972215e-96,1,0.19
"ENSMUSG00000039013","Siglecf",-3.7,7.147,1.12070355418304e-97,7.57505946343397e-95,1,0.128
"ENSMUSG00000054422","Fabp1",-6.422,5.435,3.54896591867138e-95,2.30655484975804e-92,1,0.194
"ENSMUSG00000040552","C3ar1",6.939,7.158,1.74442577044661e-93,1.0917520988521e-90,1,0.178
"ENSMUSG00000035692","Isg15",5.135,6.792,1.02675629894048e-92,6.19647426410579e-90,1,0.146
"ENSMUSG00000026177","Slc11a1",5.871,7.796,2.8044798106168e-92,1.6341413737863e-89,1,0.162
"ENSMUSG00000040152","Thbs1",6.752,9.523,6.89266463271719e-92,3.88240823212184e-89,1,0.181
"ENSMUSG00000027398","Il1b",4.883,9.854,3.09988412445857e-91,1.68973683661616e-88,1,0.145
"ENSMUSG00000025854","Fam20c",6.888,7.3,1.85190387503859e-89,9.77920990012565e-87,1,0.182
"ENSMUSG00000042286","Stab1",5.503,7.99,3.87840169754417e-89,1.98597672379095e-86,1,0.158
"ENSMUSG00000056124","B4galt6",5.8,5.396,1.51989612288994e-86,7.55388373076299e-84,1,0.158
"ENSMUSG00000052336","Cx3cr1",6.247,5.487,6.39733042081147e-86,3.08863112716778e-83,1,0.167
"ENSMUSG00000024672","Ms4a7",4.822,7.095,8.73703364068501e-86,4.10106651278598e-83,1,0.146
"ENSMUSG00000039062","Anpep",4.052,8.575,3.94521005717109e-85,1.80178809583992e-82,1,0.13
"ENSMUSG00000024907","Gal",-6.29,4.464,5.77315332200646e-85,2.56723012724382e-82,1,0.196
"ENSMUSG00000036533","Cdc42ep3",-3.642,6.53,6.59921041079211e-85,2.85931942362987e-82,1,0.135
"ENSMUSG00000023951","Vegfa",4.556,7.698,7.55271112966771e-85,3.19064281672812e-82,1,0.143
"ENSMUSG00000052270","Fpr2",-4.091,5.982,9.06031298880842e-83,3.73417485085085e-80,1,0.15
"ENSMUSG00000044734","Serpinb1a",-4.695,6.353,4.51283833605965e-82,1.81566529054133e-79,1,0.169
"ENSMUSG00000036377","C530008M17Rik",-4.724,4.95,9.96300587017013e-82,3.91522960916593e-79,1,0.166
"ENSMUSG00000004952","Rasa4",4.405,7.282,3.5092359761884e-80,1.34770612558254e-77,1,0.141
"ENSMUSG00000003882","Il7r",4.444,6.854,2.33278589475017e-78,8.75987023321962e-76,1,0.143
"ENSMUSG00000035273","Hpse",6.499,6.165,3.27942851165673e-78,1.20469093456468e-75,1,0.184
"ENSMUSG00000039217","Il18",-10.098,3.976,4.67357129391566e-77,1.68029803669333e-74,1,0.249
"ENSMUSG00000061132","Blnk",4.897,5.938,6.59577961890618e-77,2.32198925000576e-74,1,0.153
"ENSMUSG00000022246","Rai14",4.738,5.814,3.36139282890042e-76,1.13601632045519e-73,1,0.15
"ENSMUSG00000035678","Tnfsf9",4.424,6.385,3.33348491729906e-76,1.13601632045519e-73,1,0.144
"ENSMUSG00000028108","Ecm1",4.08,7.517,6.36208099357725e-75,2.10796950253859e-72,1,0.14
"ENSMUSG00000041827","Oasl1",5.541,6.258,2.45941320370807e-74,7.99214698389597e-72,1,0.171
"ENSMUSG00000027848","Olfml3",5.925,6.025,9.26382592596413e-74,2.95358736786683e-71,1,0.179
"ENSMUSG00000037966","Ninj1",4.034,5.923,3.65309949090042e-71,1.14314954068954e-68,1,0.138
"ENSMUSG00000022324","Matn2",-3.527,5.628,4.59040420402602e-70,1.41033909526603e-67,1,0.144
"ENSMUSG00000025044","Msr1",4.017,7.253,4.7979542338304e-70,1.44778269005832e-67,1,0.143
"ENSMUSG00000021187","Tc2n",-5.184,4.561,1.32579457377656e-69,3.93039942239937e-67,1,0.193
"ENSMUSG00000025213","Kazald1",-3.697,5.169,9.037606978609e-69,2.63306004697474e-66,1,0.149
"ENSMUSG00000029816","Gpnmb",3.876,11.386,2.24040908144521e-67,6.4166835014002e-65,1,0.142
"ENSMUSG00000020838","Slc6a4",-4.378,5.599,4.13622759411623e-66,1.16489956475627e-63,1,0.178
"ENSMUSG00000025701","Alox5",-3.267,7.188,5.83663689685704e-66,1.61684410300148e-63,1,0.14
"ENSMUSG00000074896","Ifit3",5.004,5.316,1.0247386375099e-65,2.79290862849069e-63,1,0.167
"ENSMUSG00000042190","Cmklr1",4.836,5.806,1.38932508474872e-65,3.72647861620379e-63,1,0.165
"ENSMUSG00000024940","Ltbp3",4.276,5.93,1.47949070352339e-65,3.9063177981466e-63,1,0.151
"ENSMUSG00000034445","Cyb561a3",-3.346,7.115,1.51281949652178e-65,3.93286520803461e-63,1,0.144
"ENSMUSG00000025351","Cd63",3.593,9.251,1.22659325423995e-64,3.14045042577981e-62,1,0.136
"ENSMUSG00000022303","Dcstamp",5.259,5.236,1.30024659515847e-64,3.27933835298326e-62,1,0.174
"ENSMUSG00000053113","Socs3",3.944,8.635,2.93056251695572e-64,7.28244785463497e-62,1,0.147
"ENSMUSG00000074622","Mafb",5.931,7.956,3.7645704196056e-64,9.21937839862252e-62,1,0.198
"ENSMUSG00000019558","Slc6a8",5.418,6.519,6.73832351999315e-64,1.62663129772635e-61,1,0.184
"ENSMUSG00000019851","Perp",-6.015,6.04,3.08634236169586e-63,7.34549482083614e-61,1,0.234
"ENSMUSG00000027611","Procr",4.061,5.411,3.8684725630816e-62,9.07909019041013e-60,1,0.148
"ENSMUSG00000037573","Tob1",-3.11,6.827,6.95800676918735e-62,1.61063559432504e-59,1,0.139
"ENSMUSG00000041202","Pla2g2d",6.446,4.837,6.80989601310575e-61,1.55504895715488e-58,1,0.201
"ENSMUSG00000021822","Plau",3.505,8.138,1.87437157094209e-60,4.22308410743725e-58,1,0.138
"ENSMUSG00000020889","Nr1d1",-3.963,5.864,5.51075594922198e-60,1.22527307934149e-57,1,0.173
"ENSMUSG00000034652","Cd300a",3.71,7.506,8.72190652615054e-60,1.9140620321934e-57,1,0.145
"ENSMUSG00000045551","Fpr1",-4.115,6.063,1.29292620901534e-59,2.80100859999247e-57,1,0.179
"ENSMUSG00000044468","Fam46c",3.226,7.361,1.84792809972863e-59,3.95269481382461e-57,1,0.13
"ENSMUSG00000033066","Gas7",3.641,6.08,2.80465765337897e-59,5.92413812834973e-57,1,0.141
"ENSMUSG00000015305","Sash1",4.78,7.209,3.52007113297528e-59,7.34347679074274e-57,1,0.176
"ENSMUSG00000020865","Abcc3",5.968,6.157,5.49239638459412e-59,1.13183553788868e-56,1,0.204
"ENSMUSG00000039809","Gabbr2",9.86,4.061,2.38995471083958e-57,4.81925228907995e-55,1,0.234
"ENSMUSG00000020262","Adarb1",-3.918,5.783,2.3956515107274e-57,4.81925228907995e-55,1,0.175
"ENSMUSG00000029648","Flt1",-4.116,6.58,3.70320814900885e-57,7.3619778002296e-55,1,0.185
"ENSMUSG00000069792","Wfdc17",4.512,7.087,1.58246351476623e-56,3.1093567991302e-54,1,0.173
"ENSMUSG00000030117","Gdf3",12.607,3.801,3.59524161819778e-55,6.98303366256392e-53,1,0.237
"ENSMUSG00000004933","Matk",4.081,5.254,1.10052570253516e-54,2.11325946834536e-52,1,0.159
"ENSMUSG00000001247","Lsr",-3.118,5.685,1.41938389319784e-54,2.69491562104013e-52,1,0.147
"ENSMUSG00000020053","Igf1",3.579,7.643,6.39200128382626e-54,1.20013375215662e-51,1,0.149
"ENSMUSG00000026228","Htr2b",6.718,4.22,6.53638995766022e-54,1.21375733521475e-51,1,0.214
"ENSMUSG00000032942","Ucp3",-5.391,5.15,1.46808832128794e-53,2.69649526664387e-51,1,0.233
"ENSMUSG00000050777","Tmem37",5.172,4.591,2.11175037474021e-53,3.83702772390968e-51,1,0.187
"ENSMUSG00000072596","Ear2",-3.044,9.643,3.18338600302238e-53,5.72264432756086e-51,1,0.148
"ENSMUSG00000025473","Adam8",3.512,8.576,3.48626977262203e-53,6.20115648608075e-51,1,0.148
"ENSMUSG00000041380","Htr2c",-6.067,4.345,6.07407029587972e-53,1.069162915206e-50,1,0.25
"ENSMUSG00000000805","Car4",-4.522,7.427,6.25013202811899e-53,1.08881165990881e-50,1,0.209
"ENSMUSG00000023992","Trem2",3.653,8.734,7.67979895241311e-53,1.32421676222323e-50,1,0.153
"ENSMUSG00000099398","Ms4a14",6.278,4.66,1.52236590955258e-52,2.59847870097167e-50,1,0.215
"ENSMUSG00000040907","Atp1a3",6.548,7.203,3.63174327201515e-52,6.13691978105121e-50,1,0.234
"ENSMUSG00000023274","Cd4",4.367,5.724,4.46047254963961e-52,7.46267971720893e-50,1,0.173
"ENSMUSG00000017466","Timp2",3.103,8.781,5.88118703540197e-52,9.74316652198259e-50,1,0.135
"ENSMUSG00000036887","C1qa",8.009,9.613,6.05805924204659e-52,9.93874612350517e-50,1,0.271
"ENSMUSG00000051748","Wfdc21",-3.359,5.094,1.53152456277275e-51,2.48843289055134e-49,1,0.16
"ENSMUSG00000026390","Marco",-4.205,6.941,1.69366763667744e-51,2.72567578329289e-49,1,0.199
"ENSMUSG00000041797","Abca9",4.242,5.06,2.54332579420783e-51,4.05444521420037e-49,1,0.168
"ENSMUSG00000040435","Ppp1r15a",2.838,11.101,8.60014437802893e-50,1.35817981027975e-47,1,0.129
"ENSMUSG00000021097","Clmn",-3.349,6.19,9.86811843123075e-50,1.54399504861979e-47,1,0.166
"ENSMUSG00000032013","Trim29",-3.049,6.49,1.12526794140896e-49,1.74447501595676e-47,1,0.152
"ENSMUSG00000040964","Arhgef10l",5.376,4.261,1.13796736265594e-49,1.74812477219637e-47,1,0.197
"ENSMUSG00000026062","Slc9a2",-5.615,3.79,2.32976571507254e-49,3.54670099579241e-47,1,0.241
"ENSMUSG00000025324","Atp10a",-2.688,6.833,2.74173559998712e-49,4.13659358648057e-47,1,0.136
"ENSMUSG00000022148","Fyb",3.622,6.258,4.24674735414749e-49,6.35057847702515e-47,1,0.156
"ENSMUSG00000101389","Ms4a4a",7.564,4.442,6.61944478806136e-49,9.811875265672e-47,1,0.245
"ENSMUSG00000031438","Rnf128",3.989,6.299,1.09298873806888e-48,1.60602814746852e-46,1,0.169
"ENSMUSG00000015396","Cd83",2.884,9.733,1.13587571088187e-48,1.65465756573119e-46,1,0.132
"ENSMUSG00000037992","Rara",-2.539,6.784,4.87873942448985e-48,7.04623408504525e-46,1,0.131
"ENSMUSG00000052889","Prkcb",3.647,5.08,9.75758063653935e-48,1.39731862369697e-45,1,0.156
"ENSMUSG00000015968","Cacna1d",5.226,4.641,1.20981188200332e-47,1.71793287244471e-45,1,0.202
"ENSMUSG00000025092","Hspa12a",-4.623,5.659,2.32313350437135e-47,3.27135916307226e-45,1,0.222
"ENSMUSG00000029919","Hpgds",4.194,5.514,6.83792370263472e-47,9.54935824191087e-45,1,0.177
"ENSMUSG00000045763","Basp1",3.395,6.668,8.90325985113885e-47,1.23317446692249e-44,1,0.153
"ENSMUSG00000061859","Patj",-5.045,5.838,1.07361559119577e-46,1.47495579349806e-44,1,0.24
"ENSMUSG00000003585","Sec14l2",-3.801,4.533,1.14781147910033e-46,1.56417083659979e-44,1,0.186
"ENSMUSG00000038179","Slamf7",3.467,7.629,1.65347534889217e-46,2.2352341156464e-44,1,0.157
"ENSMUSG00000005045","Chd5",-3.25,5.117,1.91406180797229e-46,2.56696955802505e-44,1,0.164
"ENSMUSG00000027737","Slc7a11",3.707,7.343,2.30146180393996e-46,3.06221272149429e-44,1,0.166
"ENSMUSG00000032068","Plet1",-2.587,9.126,2.84672878172293e-46,3.75812679324642e-44,1,0.137
"ENSMUSG00000072949","Acot1",-3.083,5.005,9.30676636653075e-46,1.21911424853982e-43,1,0.157
"ENSMUSG00000033577","Myo6",-3.511,4.84,3.1095840018473e-45,4.04198080486274e-43,1,0.178
"ENSMUSG00000035283","Adrb1",-4.159,4.3,3.52183049710286e-45,4.54289249924001e-43,1,0.204
"ENSMUSG00000021322","Aoah",5.358,4.689,3.99315588318412e-45,5.11184455409434e-43,1,0.212
"ENSMUSG00000022096","Hr",-3.511,5.891,8.58185672910839e-45,1.09034748126672e-42,1,0.182
"ENSMUSG00000021423","Ly86",2.995,6.852,1.10215560102978e-44,1.38986756314935e-42,1,0.142
"ENSMUSG00000027533","Fabp5",2.781,9.886,1.3016998631085e-44,1.62934253976351e-42,1,0.134
"ENSMUSG00000052117","D630039A03Rik",-6.578,3.634,2.04899633310721e-44,2.54587794388571e-42,1,0.282
"ENSMUSG00000045502","Hcar2",-2.654,8.069,2.4058799728249e-44,2.96748611538651e-42,1,0.143
"ENSMUSG00000021451","Sema4d",2.999,7.391,2.60879765517482e-44,3.19445382443073e-42,1,0.143
"ENSMUSG00000032122","Slc37a2",3.707,6.936,4.06881150020288e-44,4.94638681513873e-42,1,0.17
"ENSMUSG00000029484","Anxa3",2.86,7.491,5.05588916099636e-44,6.1024582173226e-42,1,0.137
"ENSMUSG00000022951","Rcan1",2.835,6.524,6.07083339557077e-44,7.2755278523656e-42,1,0.136
"ENSMUSG00000026073","Il1r2",6.015,7.22,7.87862862153967e-44,9.3755680596322e-42,1,0.243
"ENSMUSG00000042569","Dhrs7b",-2.702,6.076,1.53257629179693e-43,1.81101218033458e-41,1,0.146
"ENSMUSG00000020422","Tns3",3.143,7.179,2.51377949537239e-43,2.9498504106113e-41,1,0.15
"ENSMUSG00000039431","Mtmr7",-2.869,5.623,6.02655375084748e-43,7.02322105391867e-41,1,0.155
"ENSMUSG00000018920","Cxcl16",3.395,8.849,7.64848038267622e-43,8.85233024016868e-41,1,0.161
"ENSMUSG00000020377","Ltc4s",-3.01,5.912,3.23158643584624e-42,3.71478555053944e-40,1,0.164
"ENSMUSG00000045730","Adrb2",-2.325,7.074,4.38477558059443e-42,5.00634714600572e-40,1,0.129
"ENSMUSG00000021665","Hexb",2.846,8.956,4.50609487087116e-42,5.11033497503228e-40,1,0.141
"ENSMUSG00000049791","Fzd4",-3.859,4.956,4.64340440549277e-42,5.23094984293446e-40,1,0.202
"ENSMUSG00000020264","Slc36a2",5.469,6.173,5.67989198299598e-42,6.35621289593815e-40,1,0.23
"ENSMUSG00000029810","Tmem176b",4.158,6.319,6.54925161132726e-42,7.28087195580316e-40,1,0.189
"ENSMUSG00000036086","Zranb3",3.407,5.848,2.56374426129185e-41,2.83151310636011e-39,1,0.162
"ENSMUSG00000027646","Src",3.589,5.175,3.63823552023997e-41,3.99213661175422e-39,1,0.167
"ENSMUSG00000025856","Pdgfa",4.489,4.256,5.39444385423329e-41,5.88098788702156e-39,1,0.194
"ENSMUSG00000021701","Plk2",2.6,8.249,5.91103331079515e-41,6.40286159524465e-39,1,0.132
"ENSMUSG00000028268","Gbp3",4.077,5.481,6.97615344394255e-41,7.5084739424039e-39,1,0.187
"ENSMUSG00000016283","H2-M2",5.456,6.065,1.29524796912323e-40,1.38525950520534e-38,1,0.234
"ENSMUSG00000021190","Lgmn",2.933,9.738,2.22798382976957e-40,2.36782834939913e-38,1,0.147
"ENSMUSG00000024401","Tnf",2.488,10.5,2.95088859365234e-40,3.11650721597108e-38,1,0.128
"ENSMUSG00000037465","Klf10",-2.324,7.274,3.12766660684572e-40,3.28269008214155e-38,1,0.132
"ENSMUSG00000039007","Cpq",3.5,4.848,3.38909277305273e-40,3.51342881466534e-38,1,0.165
"ENSMUSG00000027863","Cd2",-3.517,6.834,3.38518020390614e-40,3.51342881466534e-38,1,0.194
"ENSMUSG00000034220","Gpc1",3.755,5.124,3.58794424117282e-40,3.67448980529323e-38,1,0.176
"ENSMUSG00000039109","F13a1",8.007,5.17,3.56942819750332e-40,3.67448980529323e-38,1,0.291
"ENSMUSG00000002992","Apoc2",5.736,4.151,4.65037536814712e-40,4.73385801029819e-38,1,0.232
"ENSMUSG00000061815","Rufy4",-4.161,5.098,1.54174529122807e-39,1.56002466653724e-37,1,0.223
"ENSMUSG00000029314","Gpat3",-3.094,4.646,1.74835994581792e-39,1.75855871216853e-37,1,0.17
"ENSMUSG00000071604","Fam189a2",-4.323,4.461,1.83735296828065e-39,1.83713553005955e-37,1,0.228
"ENSMUSG00000034258","Mfsd7c",-2.996,6.327,3.12451638786189e-39,3.10576928953472e-37,1,0.17
"ENSMUSG00000021215","Net1",-3.22,8.044,3.61191334593825e-39,3.56924629939558e-37,1,0.182
"ENSMUSG00000029299","Abcg3",4.667,4.521,4.31414461488422e-39,4.23839626176242e-37,1,0.207
"ENSMUSG00000029094","Afap1",-2.981,5.966,4.49778183599803e-39,4.39326690547368e-37,1,0.169
"ENSMUSG00000032688","Malt1",2.71,8.698,5.00835032034627e-39,4.86385653524203e-37,1,0.14
"ENSMUSG00000028583","Pdpn",3.708,5.126,8.7503130155289e-39,8.4493022477947e-37,1,0.177
"ENSMUSG00000096951","Pdpn",3.708,5.126,8.89267894178845e-39,8.53798231581484e-37,1,0.177
"ENSMUSG00000020388","Pdlim4",6.339,3.819,9.89089795730925e-39,9.44273410636224e-37,1,0.247
"ENSMUSG00000042349","Ikbke",4.045,6.236,1.00545950308637e-38,9.54508690064805e-37,1,0.193
"ENSMUSG00000023913","Pla2g7",6.956,7.791,2.04129748751299e-38,1.92703044379858e-36,1,0.288
"ENSMUSG00000027803","Wwtr1",-3.962,4.692,2.79511029182685e-38,2.62398742840501e-36,1,0.216
"ENSMUSG00000040263","Klhdc4",-2.261,7.871,5.26187540496142e-38,4.91244036425625e-36,1,0.133
"ENSMUSG00000021939","Ctsb",2.963,12.535,7.33278078060334e-38,6.80820492476018e-36,1,0.154
"ENSMUSG00000020547","Bzw2",-2.462,6.047,8.48478684098268e-38,7.8347501660615e-36,1,0.144
"ENSMUSG00000022665","Ccdc80",-2.963,5.477,9.61504221532697e-38,8.83016213883669e-36,1,0.171
"ENSMUSG00000034593","Myo5a",2.986,8.708,1.81321631736781e-37,1.65620158545304e-35,1,0.155
"ENSMUSG00000020654","Adcy3",-2.972,6.618,2.03288467290247e-37,1.8468647958444e-35,1,0.173
"ENSMUSG00000025190","Got1",2.891,6.964,3.84299833537845e-37,3.47267304124198e-35,1,0.151
"ENSMUSG00000024899","Papss2",4.789,4.365,4.0821933337032e-37,3.66919696558067e-35,1,0.216
"ENSMUSG00000021365","Nedd9",-2.146,7.896,4.34718572518576e-37,3.88670605207349e-35,1,0.128
"ENSMUSG00000033192","Lpcat2",4.525,4.863,7.23194355743388e-37,6.43186222281672e-35,1,0.211
"ENSMUSG00000025372","Baiap2",2.705,5.433,1.09137907147682e-36,9.6555620679661e-35,1,0.141
"ENSMUSG00000014599","Csf1",3.761,6.01,1.18566899802939e-36,1.04351222545316e-34,1,0.187
"ENSMUSG00000002997","Prkar2b",-2.442,6.583,1.5465958220501e-36,1.35411275652863e-34,1,0.146
"ENSMUSG00000000982","Ccl3",2.475,9.564,3.45556218975572e-36,3.00990154033465e-34,1,0.135
"ENSMUSG00000027333","Smox",2.679,5.654,4.72304131471647e-36,4.09281805826046e-34,1,0.142
"ENSMUSG00000021767","Kat6b",-2.522,6.554,5.38924143508731e-36,4.64629600867885e-34,1,0.151
"ENSMUSG00000047959","Kcna3",-2.4,5.86,2.00615014469056e-35,1.72080838299397e-33,1,0.145
"ENSMUSG00000043421","Hilpda",2.414,7.274,2.02826686673037e-35,1.73099260171767e-33,1,0.133
"ENSMUSG00000029561","Oasl2",3.968,4.701,4.02253321895239e-35,3.41571690119887e-33,1,0.196
"ENSMUSG00000064147","Rab44",-3.567,7.677,5.56978080322169e-35,4.705907800642e-33,1,0.212
"ENSMUSG00000067771","Gm5639",-5.595,3.351,9.1504687772022e-35,7.69276723368969e-33,1,0.289
"ENSMUSG00000026065","Slc9a4",-3.104,6.602,1.02314681555537e-34,8.55897766794786e-33,1,0.187
"ENSMUSG00000023367","Tmem176a",4.355,5.616,1.42548320731007e-34,1.18659188360225e-32,1,0.216
"ENSMUSG00000034855","Cxcl10",2.706,8.441,1.53093029091266e-34,1.26812059097265e-32,1,0.149
"ENSMUSG00000056145","AI504432",-2.291,7.89,2.02138885963828e-34,1.66621604634965e-32,1,0.142
"ENSMUSG00000019818","Cd164",-2.062,9.577,2.05684867396995e-34,1.68721499479341e-32,1,0.129
"ENSMUSG00000026896","Ifih1",2.288,7.012,2.69185311144431e-34,2.19743641918773e-32,1,0.129
"ENSMUSG00000020334","Slc22a4",4.939,3.971,3.78464905665195e-34,3.07466344996657e-32,1,0.229
"ENSMUSG00000021886","Gpr65",2.826,5.317,1.16150808773649e-33,9.39098740027331e-32,1,0.153
"ENSMUSG00000022037","Clu",3.323,4.89,1.40774748340615e-33,1.13276747498081e-31,1,0.175
"ENSMUSG00000079419","Ms4a6c",2.349,6.539,1.5770582275342e-33,1.26299193975701e-31,1,0.133
"ENSMUSG00000030745","Il21r",3.331,5.049,1.92247658833268e-33,1.53235893347385e-31,1,0.176
"ENSMUSG00000027399","Il1a",2.434,9.559,5.19547479769982e-33,4.12174333950852e-31,1,0.14
"ENSMUSG00000063450","Syne2",-3.722,6.61,5.60986962591043e-33,4.42969985694554e-31,1,0.226
"ENSMUSG00000043740","B430306N03Rik",4.386,5.318,8.58888569870532e-33,6.75046467612663e-31,1,0.222
"ENSMUSG00000043252","Tmem64",-2.14,5.873,8.75577115916821e-33,6.84976949294558e-31,1,0.135
"ENSMUSG00000029207","Apbb2",4.164,4.671,1.43422366420199e-32,1.11684384689794e-30,1,0.212
"ENSMUSG00000024397","Aif1",3.164,5.484,1.55724556757145e-32,1.20707961471663e-30,1,0.172
"ENSMUSG00000030144","Clec4d",3.118,5.397,2.20441334491214e-32,1.70092131060846e-30,1,0.171
"ENSMUSG00000079227","Ccr5",3.063,6.955,2.25527096155901e-32,1.73225312311019e-30,1,0.171
"ENSMUSG00000013974","Mcemp1",-2.029,7.513,2.74810106435941e-32,2.10124035228712e-30,1,0.13
"ENSMUSG00000031740","Mmp2",4.33,4.502,4.28103392580242e-32,3.25859960712654e-30,1,0.219
"ENSMUSG00000047180","Neurl3",2.495,7.033,4.80687082400171e-32,3.64244408896775e-30,1,0.144
"ENSMUSG00000029270","Fam69a",-2.102,6.067,5.75273559695208e-32,4.33971991595072e-30,1,0.135
"ENSMUSG00000020156","Mum1",-2.318,6.665,5.83618406020634e-32,4.38310392219407e-30,1,0.149
"ENSMUSG00000024730","Ms4a8a",-3.947,6.426,1.09088510948738e-31,8.15653830978663e-30,1,0.243
"ENSMUSG00000040209","Zfp704",2.956,5.424,1.16085561002606e-31,8.64147052785037e-30,1,0.165
"ENSMUSG00000019122","Ccl9",3.722,8.571,1.83365232297987e-31,1.35899372604008e-29,1,0.204
"ENSMUSG00000020032","Nuak1",3.94,4.565,1.87966017836165e-31,1.38700863292381e-29,1,0.206
"ENSMUSG00000020100","Slc29a3",2.353,6.847,1.96411258717068e-31,1.44302497817436e-29,1,0.138
"ENSMUSG00000042289","Hsd3b7",-2.073,7.714,2.60710493944408e-31,1.90713676479334e-29,1,0.135
"ENSMUSG00000044162","Tnip3",5.525,3.994,4.62438947293065e-31,3.36822988420613e-29,1,0.261
"ENSMUSG00000042745","Id1",-3.841,4.107,5.59971516343584e-31,4.06111531466691e-29,1,0.234
"ENSMUSG00000043068","Fam89a",-4.126,3.556,6.3884777174166e-31,4.61335454995323e-29,1,0.245
"ENSMUSG00000046841","Ckap4",3.374,4.394,7.66700657804402e-31,5.51306711301225e-29,1,0.183
"ENSMUSG00000040722","Scamp5",3.829,4.783,8.48035422048367e-31,6.07207735668361e-29,1,0.205
"ENSMUSG00000030259","Rassf8",3.178,4.765,9.57195425743565e-31,6.82476299755898e-29,1,0.176
"ENSMUSG00000063506","Arhgap22",3.043,5.482,1.06690169036415e-30,7.57500200158546e-29,1,0.172
"ENSMUSG00000018217","Pmp22",3.189,4.946,1.31800939724676e-30,9.31871246639151e-29,1,0.178
"ENSMUSG00000030760","Acer3",3.242,5.889,1.60183808905821e-30,1.1278275012044e-28,1,0.183
"ENSMUSG00000032244","Fem1b",2.208,6.199,2.61461073009021e-30,1.83326523307321e-28,1,0.133
"ENSMUSG00000032515","Csrnp1",2.175,9.283,3.42000967396102e-30,2.38807121779311e-28,1,0.132
"ENSMUSG00000057722","Lepr",-4.407,6.039,4.59666374283316e-30,3.19647835088044e-28,1,0.273
"ENSMUSG00000030187","Klra2",-2.197,5.962,5.87354702303635e-30,4.06767203259296e-28,1,0.146
"ENSMUSG00000032741","Tpcn1",2.634,5.349,8.44713253938028e-30,5.82610798573257e-28,1,0.154
"ENSMUSG00000051439","Cd14",2.457,9.535,9.13397181144451e-30,6.27422177519469e-28,1,0.149
"ENSMUSG00000000278","Scpep1",2.089,7.966,1.25942718556829e-29,8.61611359584331e-28,1,0.129
"ENSMUSG00000040264","Gbp2b",3.882,5.03,1.68813573767988e-29,1.15024668126269e-27,1,0.213
"ENSMUSG00000069515","Lyz1",2.773,6.475,1.77145075852397e-29,1.19735899670152e-27,1,0.165
"ENSMUSG00000038393","Txnip",-2.479,9.177,1.76767055056296e-29,1.19735899670152e-27,1,0.166
"ENSMUSG00000028327","Stra6l",3.108,7.01,1.96888760807314e-29,1.32550847813625e-27,1,0.182
"ENSMUSG00000010663","Fads1",2.46,5.738,2.14211234300847e-29,1.43640533222846e-27,1,0.148
