"Ensembl_ID","Gene_symbol","Log_FoldChange","logCPM","PValue","FDR_adjusted_P.value","Power","BCOV"
"ENSMUSG00000024331","Dsc2",4.511,0.344,1.08990151106632e-10,2.30465320686947e-09,1,0.449
"ENSMUSG00000002699","Lcp2",1.319,7.349,1.09641840383886e-10,2.31573766131733e-09,1,0.17
"ENSMUSG00000030909","Anks4b",3.924,0.483,1.1185552323058e-10,2.35974880831621e-09,0.999,0.401
"ENSMUSG00000048373","Fgfbp1",-3.156,1.662,1.12616219824265e-10,2.37304062283985e-09,1,0.356
"ENSMUSG00000048285","Frmd6",-1.348,5.025,1.14916453478203e-10,2.41870505327702e-09,1,0.171
"ENSMUSG00000094065","Ccl21c",-7.111,2.769,1.165793828168e-10,2.45086563597726e-09,1,0.68
"ENSMUSG00000004552","Ctse",1.45,4.917,1.18955571960053e-10,2.49792949026867e-09,1,0.184
"ENSMUSG00000027208","Fgf7",-2.912,2.826,1.24788817777017e-10,2.61190653619873e-09,1,0.346
"ENSMUSG00000057286","St6galnac2",-2.049,4.267,1.24548503445782e-10,2.61190653619873e-09,1,0.256
"ENSMUSG00000068735","Trp53i11",-1.289,6.531,1.24814736479878e-10,2.61190653619873e-09,1,0.166
"ENSMUSG00000001751","Naglu",1.564,5.199,1.25013564808322e-10,2.61305683679903e-09,1,0.199
"ENSMUSG00000015474","Ppt2",1.41,5.182,1.25437829463068e-10,2.61891118892777e-09,1,0.18
"ENSMUSG00000023045","Soat2",2.027,4.553,1.27185337396497e-10,2.65030485314293e-09,1,0.254
"ENSMUSG00000031007","Atp6ap2",1.206,7.035,1.27233309399947e-10,2.65030485314293e-09,1,0.156
"ENSMUSG00000027546","Atp9a",-1.639,4.042,1.31128576860329e-10,2.72831554420506e-09,1,0.205
"ENSMUSG00000021594","Srd5a1",2.771,1.936,1.3216074643253e-10,2.74664507803259e-09,1,0.323
"ENSMUSG00000056812","St8sia3",5.602,0.696,1.34674399422554e-10,2.79568661841288e-09,1,0.532
"ENSMUSG00000025171","Ubtd1",1.672,4.224,1.38602651322131e-10,2.87394812627304e-09,1,0.21
"ENSMUSG00000009114","2610028H24Rik",-2.702,3.167,1.39124450154752e-10,2.88147834961335e-09,1,0.325
"ENSMUSG00000016128","Stard13",-1.966,4.272,1.47421935454971e-10,3.0488642652557e-09,1,0.247
"ENSMUSG00000030351","Tspan11",-2.447,5.253,1.47709786028684e-10,3.0488642652557e-09,1,0.305
"ENSMUSG00000026390","Marco",3.175,5.563,1.47645219492756e-10,3.0488642652557e-09,1,0.384
"ENSMUSG00000042770","Hebp1",2.538,4.658,1.49913648946457e-10,3.09084167930017e-09,1,0.314
"ENSMUSG00000040987","Mill2",-3.535,0.874,1.53221413435076e-10,3.15408540242814e-09,0.999,0.377
"ENSMUSG00000001627","Ifrd1",1.417,9.126,1.53328419419954e-10,3.15408540242814e-09,1,0.184
"ENSMUSG00000028917","Plekhm2",1.283,6.533,1.56023034487134e-10,3.20588506609083e-09,1,0.166
"ENSMUSG00000027360","Hdc",2.018,9.623,1.56312021726125e-10,3.20819385608286e-09,1,0.257
"ENSMUSG00000014075","Tctex1d2",1.909,3.526,1.60730937667995e-10,3.29516563408743e-09,1,0.238
"ENSMUSG00000040652","Oaz2",-1.188,6.343,1.61359561502629e-10,3.30432364727594e-09,1,0.154
"ENSMUSG00000045763","Basp1",2.014,6.633,1.61618393435712e-10,3.30589695761967e-09,1,0.256
"ENSMUSG00000030116","Mfap5",-1.952,4.608,1.62223980910592e-10,3.31455161896513e-09,1,0.247
"ENSMUSG00000046916","Myct1",-2.587,3.22,1.63186651866184e-10,3.33047454437906e-09,1,0.315
"ENSMUSG00000070390","Nlrp1b",1.69,4.208,1.68148533588974e-10,3.42714841697065e-09,1,0.214
"ENSMUSG00000028680","Plk3",1.429,8.203,1.68300836156013e-10,3.42714841697065e-09,1,0.186
"ENSMUSG00000039960","Rhou",1.73,4.021,1.72091690475627e-10,3.49988333884838e-09,1,0.218
"ENSMUSG00000035158","Mitf",1.801,4.535,1.72258076686327e-10,3.49988333884838e-09,1,0.229
"ENSMUSG00000020865","Abcc3",1.393,5.383,1.72762124246856e-10,3.50620248583229e-09,1,0.18
"ENSMUSG00000050234","Gja4",-2.303,3.112,1.76023439495089e-10,3.56840374440714e-09,1,0.283
"ENSMUSG00000079427","Mthfsl",1.687,5.196,1.79594133180126e-10,3.63673114279132e-09,1,0.216
"ENSMUSG00000038421","Fcrla",-1.974,5.829,1.82876109802781e-10,3.69906643480815e-09,1,0.252
"ENSMUSG00000031827","Cotl1",1.307,8.753,1.83384393967259e-10,3.7052215039169e-09,1,0.171
"ENSMUSG00000030782","Tgfb1i1",-1.529,4.476,1.84373829868644e-10,3.72107360637116e-09,1,0.195
"ENSMUSG00000026158","Ogfrl1",1.535,5.4,1.87732838673826e-10,3.78466068997932e-09,1,0.198
"ENSMUSG00000007659","Bcl2l1",1.548,6.358,1.96554537751914e-10,3.958111556237e-09,1,0.201
"ENSMUSG00000047507","Baiap3",-1.179,5.757,1.9691662807542e-10,3.96101177448719e-09,1,0.153
"ENSMUSG00000070704","Ugt2b36",8.5,-0.434,2.06363051577399e-10,4.14643635934941e-09,1,0.557
"ENSMUSG00000072568","Fam84b",-1.219,5.467,2.08459854581417e-10,4.18393900399654e-09,1,0.158
"ENSMUSG00000030049","Gkn2",8.584,-0.408,2.1120464344593e-10,4.23435004807049e-09,1,0.568
"ENSMUSG00000063632","Sox11",-2.838,2.232,2.18084538321093e-10,4.36746147085374e-09,1,0.336
"ENSMUSG00000043673","Kcns3",-3.203,2.17,2.29087224565843e-10,4.58275368613873e-09,1,0.377
"ENSMUSG00000058806","Col13a1",-2.795,3.29,2.30909168006356e-10,4.61411895232943e-09,1,0.341
"ENSMUSG00000027087","Itgav",1.114,6.01,2.33053710451851e-10,4.65185450181034e-09,1,0.146
"ENSMUSG00000028367","Txn1",1.405,7.486,2.3536369190043e-10,4.69280581743075e-09,1,0.184
"ENSMUSG00000026365","Cfh",-1.712,7.41,2.40824270052251e-10,4.796416711874e-09,1,0.222
"ENSMUSG00000002980","Bcam",-1.388,6.5,2.41489822469077e-10,4.80440431032673e-09,1,0.182
"ENSMUSG00000031075","Ano1",1.762,4.337,2.52442714704467e-10,5.01681561257324e-09,1,0.226
"ENSMUSG00000054986","Sec14l3",-2.629,6.007,2.55634236332168e-10,5.07468881829234e-09,1,0.33
"ENSMUSG00000001943","Vsig2",-3.059,2.458,2.56163210434009e-10,5.07963815974164e-09,1,0.366
"ENSMUSG00000074361","C5ar2",2.344,3.406,2.70567537479784e-10,5.3594206660663e-09,1,0.292
"ENSMUSG00000024978","Gpam",-2.155,4.943,2.71646407325801e-10,5.37492956717413e-09,1,0.275
"ENSMUSG00000078122","F630028O10Rik",2.693,3.749,2.75903311995838e-10,5.45321845385463e-09,1,0.334
"ENSMUSG00000024663","Rab3il1",1.735,4.722,2.8026740955255e-10,5.533453507731e-09,1,0.224
"ENSMUSG00000024659","Anxa1",1.286,7.626,3.00499036210842e-10,5.92645439059038e-09,1,0.17
"ENSMUSG00000017737","Mmp9",2.431,7.553,3.01701569861663e-10,5.94371726135276e-09,1,0.31
"ENSMUSG00000021745","Ptprg",-1.794,5.067,3.28235132306749e-10,6.45943980847215e-09,1,0.233
"ENSMUSG00000026399","Cd55",-2.137,7.708,3.29159391140929e-10,6.47061816091324e-09,1,0.276
"ENSMUSG00000090891","D6Ertd527e",-7.903,-0.942,3.29749238492632e-10,6.47520558700559e-09,1,0.487
"ENSMUSG00000035805","Mlc1",-3.255,4.886,3.37803948159629e-10,6.61906247505016e-09,1,0.398
"ENSMUSG00000028249","Sdcbp",1.474,8.945,3.37469732604972e-10,6.61906247505016e-09,1,0.195
"ENSMUSG00000001999","Blvra",1.61,4.58,3.46291774844503e-10,6.77806443779693e-09,1,0.209
"ENSMUSG00000030530","Furin",1.291,8.14,3.50503760064804e-10,6.85312195674608e-09,1,0.171
"ENSMUSG00000031662","Snx20",1.155,6.021,3.52766239771969e-10,6.88994191313768e-09,1,0.153
"ENSMUSG00000062785","Kcnc3",-3.14,4.596,3.53739912143403e-10,6.9015378777366e-09,1,0.386
"ENSMUSG00000060548","Tnfrsf19",-2.959,3.027,3.63397958282491e-10,7.08236106678452e-09,1,0.362
"ENSMUSG00000052013","Btla",-1.334,7.475,3.66731229156115e-10,7.13966350095571e-09,1,0.177
"ENSMUSG00000070509","Rgma",-2.786,2.503,3.74521724662521e-10,7.28352527491438e-09,1,0.34
"ENSMUSG00000020866","Cacna1g",-4.135,1.464,3.84292191369494e-10,7.46554370485078e-09,1,0.462
"ENSMUSG00000044393","Dsg2",2.325,3.119,3.8579294009404e-10,7.48669120071382e-09,1,0.291
"ENSMUSG00000025921","Rdh10",1.308,4.873,3.93494154349785e-10,7.6279912695939e-09,1,0.171
"ENSMUSG00000029925","Tbxas1",1.91,5.641,3.96359321730919e-10,7.67534191889169e-09,1,0.249
"ENSMUSG00000024885","Aldh3b1",1.439,5.363,3.99498585667924e-10,7.72789383394268e-09,1,0.189
"ENSMUSG00000020407","Upp1",2.382,4.071,4.03250573705046e-10,7.79217385189197e-09,1,0.302
"ENSMUSG00000018339","Gpx3",-1.521,6.748,4.06857280216876e-10,7.85351289889409e-09,1,0.201
"ENSMUSG00000002111","Spi1",1.358,6.942,4.11092548793635e-10,7.92684188565561e-09,1,0.18
"ENSMUSG00000055254","Ntrk2",-2.17,3.296,4.18689497071242e-10,8.06476778876144e-09,1,0.274
"ENSMUSG00000021388","Aspn",-2.652,4.166,4.19504112016054e-10,8.07189903671568e-09,1,0.334
"ENSMUSG00000039167","Adgrl4",-2.565,5.4,4.2917888664072e-10,8.24931777454184e-09,1,0.327
"ENSMUSG00000032186","Tmod2",-2.036,3.412,4.38506345387003e-10,8.41969266132086e-09,1,0.259
"ENSMUSG00000041308","Sntb2",2.663,2.198,4.41807932618386e-10,8.47412807611442e-09,1,0.325
"ENSMUSG00000071042","Rasgrp3",-1.504,5.983,4.47030832886349e-10,8.56526165458613e-09,1,0.199
"ENSMUSG00000024883","Rin1",2.374,3,4.49549690888409e-10,8.604447402842e-09,1,0.298
"ENSMUSG00000038453","Srcin1",-3.473,2.598,4.54631001894076e-10,8.69254475621474e-09,1,0.414
"ENSMUSG00000024480","Ap3s1",1.209,5.457,4.59577395518195e-10,8.77787992869874e-09,1,0.16
"ENSMUSG00000036298","Slc2a13",-2.865,1.669,4.60266437893266e-10,8.78180627929967e-09,0.999,0.34
"ENSMUSG00000041741","Pde3a",-2.559,4.525,4.69921493387031e-10,8.95661490648691e-09,1,0.325
"ENSMUSG00000044080","S100a1",1.436,5.142,4.71939835500723e-10,8.98565531659866e-09,1,0.189
"ENSMUSG00000037206","Islr",-2.96,4.271,4.73267183578517e-10,9.00149227489025e-09,1,0.37
"ENSMUSG00000046207","Pik3r6",1.55,4.465,4.88347035387797e-10,9.27859367236815e-09,1,0.203
"ENSMUSG00000039206","Daglb",1.425,4.843,4.96082900000845e-10,9.41572601422712e-09,1,0.188
"ENSMUSG00000026447","Pik3c2b",-1.519,5.911,4.97483757783654e-10,9.43245822169341e-09,1,0.201
"ENSMUSG00000025227","Mfsd13a",1.78,3.684,5.07039161203768e-10,9.6036072201306e-09,1,0.23
"ENSMUSG00000056071","S100a9",1.864,9.468,5.15535710861712e-10,9.75436526259598e-09,1,0.246
"ENSMUSG00000027858","Tspan2",-1.479,5.171,5.16309364987862e-10,9.7588379871379e-09,1,0.195
"ENSMUSG00000030067","Foxp1",-1.241,8.014,5.20983572965275e-10,9.83694970825495e-09,1,0.166
"ENSMUSG00000015568","Lpl",2.444,8.288,5.43923413176599e-10,1.0259423548224e-08,1,0.316
"ENSMUSG00000030691","Fchsd2",-1.354,6.807,5.57007217313686e-10,1.04953102648193e-08,1,0.181
"ENSMUSG00000038775","Vill",1.806,4.584,5.58955621130775e-10,1.05211087069631e-08,1,0.237
"ENSMUSG00000061959","Ces1e",-4.986,0.396,5.60641324789806e-10,1.05419141029835e-08,1,0.49
"ENSMUSG00000054200","Ffar4",2.034,2.987,5.75547053139873e-10,1.08109996620813e-08,1,0.258
"ENSMUSG00000021756","Il6st",-1.258,7.453,5.92862418565848e-10,1.11247448045765e-08,1,0.169
"ENSMUSG00000001482","Def8",1.241,4.946,6.01272383322878e-10,1.12709097736602e-08,1,0.165
"ENSMUSG00000025993","Slc40a1",1.684,3.851,6.05205716621243e-10,1.13329449862972e-08,1,0.219
"ENSMUSG00000003379","Cd79a",-1.995,8.501,6.22405394880387e-10,1.16430191478963e-08,1,0.263
"ENSMUSG00000021763","BC067074",-3.011,1.583,6.3454113072034e-10,1.1857824175313e-08,1,0.359
"ENSMUSG00000032712","2810474O19Rik",1.617,8.202,6.63915734019253e-10,1.23940034868712e-08,1,0.216
"ENSMUSG00000036158","Prickle1",-1.683,4.143,6.68500168267046e-10,1.24412264922158e-08,1,0.22
"ENSMUSG00000049001","Ndnf",-1.785,4.452,6.68044129062405e-10,1.24412264922158e-08,1,0.234
"ENSMUSG00000070047","Fat1",1.283,6.522,6.68229582321131e-10,1.24412264922158e-08,1,0.173
"ENSMUSG00000074766","Ism1",-2.25,4.533,6.85624785599396e-10,1.27468665359544e-08,1,0.292
"ENSMUSG00000040658","Dnph1",2.766,1.509,6.88347545710939e-10,1.27844016567418e-08,0.998,0.331
"ENSMUSG00000058914","C1qtnf3",-4.626,0.867,7.06738597448114e-10,1.31077953362704e-08,1,0.497
"ENSMUSG00000042364","Snx18",1.315,6.926,7.0720322778821e-10,1.31077953362704e-08,1,0.177
"ENSMUSG00000025867","Cplx2",-2.394,2.658,7.13216791874319e-10,1.32057796203926e-08,1,0.301
"ENSMUSG00000029335","Bmp3",-3.753,3.691,7.21814691459533e-10,1.33513666554694e-08,1,0.455
"ENSMUSG00000037405","Icam1",1.38,8.211,7.47767043802689e-10,1.38173352834507e-08,1,0.186
"ENSMUSG00000041538","H2-Ob",-1.727,8.067,7.60790317527117e-10,1.40436944385798e-08,1,0.231
"ENSMUSG00000025479","Cyp2e1",-4.497,3.122,7.67346343102123e-10,1.41503339858954e-08,1,0.524
"ENSMUSG00000030217","Art4",-2.439,3.367,7.68963457545424e-10,1.4165773065776e-08,1,0.312
"ENSMUSG00000037709","Fam13a",-2.62,2.955,7.77458106445063e-10,1.43077497927742e-08,1,0.33
"ENSMUSG00000034910","Pygo1",-3.464,2.437,7.80382411865546e-10,1.43470304950666e-08,1,0.419
"ENSMUSG00000031740","Mmp2",-2.826,6.498,7.86249288804592e-10,1.4440275108035e-08,1,0.362
"ENSMUSG00000052921","Arhgef15",-2.432,4.938,7.88384745406946e-10,1.44648692076482e-08,1,0.316
"ENSMUSG00000034361","Cpne2",1.347,5.154,8.19849449984348e-10,1.5026988304254e-08,1,0.18
"ENSMUSG00000040322","Slc25a24",1.129,5.761,8.51701639737377e-10,1.5595069137288e-08,1,0.152
"ENSMUSG00000020926","Adam11",1.925,3.631,9.06565488438325e-10,1.65829360845858e-08,1,0.251
"ENSMUSG00000032020","Ubash3b",1.188,5.299,9.09388979737108e-10,1.66178485190592e-08,1,0.16
"ENSMUSG00000056476","Med12l",3.351,3.273,9.24062390591976e-10,1.68690143343846e-08,1,0.415
"ENSMUSG00000035671","Zswim4",1.428,6.694,9.25362917251765e-10,1.68757952098003e-08,1,0.193
"ENSMUSG00000059994","Fcrl1",-1.461,5.745,9.34899653044162e-10,1.70326151433241e-08,1,0.197
"ENSMUSG00000030747","Dgat2",1.688,5.149,9.7063204988112e-10,1.76658923387181e-08,1,0.226
"ENSMUSG00000061825","Ces2c",3.778,0.939,9.78591747300809e-10,1.77753934805852e-08,1,0.427
"ENSMUSG00000024014","Pim1",1.518,10.181,9.78605674993682e-10,1.77753934805852e-08,1,0.206
"ENSMUSG00000035852","Misp",2.581,2.471,9.97893054291246e-10,1.81076218163299e-08,1,0.324
"ENSMUSG00000000088","Cox5a",1.195,6.025,1.00044375453813e-09,1.81357887798708e-08,1,0.162
"ENSMUSG00000004105","Angptl2",-1.388,4.818,1.00366669829337e-09,1.81760736867406e-08,1,0.186
"ENSMUSG00000060969","Irx1",-2.528,4.52,1.01202368757764e-09,1.83091616147014e-08,1,0.328
"ENSMUSG00000059824","Dbp",-2.493,3.414,1.0175423172536e-09,1.83906852244719e-08,1,0.32
"ENSMUSG00000039813","Tbc1d2",1.792,4.373,1.01876602869905e-09,1.83944991503872e-08,1,0.238
"ENSMUSG00000022389","Tef",-1.406,6.673,1.03844269724997e-09,1.87311550673769e-08,1,0.191
"ENSMUSG00000052102","Gnpda1",1.203,5.272,1.05690988232736e-09,1.90453483160656e-08,1,0.162
"ENSMUSG00000037685","Atp8a1",-1.305,7.151,1.08564774446161e-09,1.95438113284447e-08,1,0.178
"ENSMUSG00000055148","Klf2",-1.357,9.463,1.08976052406536e-09,1.9598425900122e-08,1,0.185
"ENSMUSG00000040055","Gjb6",-4.005,0.797,1.10357366396334e-09,1.98272126926113e-08,1,0.439
"ENSMUSG00000029468","P2rx7",1.294,4.794,1.11833774434382e-09,2.00726154034201e-08,1,0.174
"ENSMUSG00000025340","Rabgef1",1.593,7.548,1.12255779305964e-09,2.01284696477149e-08,1,0.216
"ENSMUSG00000022303","Dcstamp",3.189,3.086,1.16316605249403e-09,2.08360435675557e-08,1,0.399
"ENSMUSG00000016194","Hsd11b1",-1.364,5.154,1.24890821038579e-09,2.23499199344311e-08,1,0.185
"ENSMUSG00000022053","Ebf2",-5.011,0.515,1.35807128905258e-09,2.42795343448337e-08,1,0.518
"ENSMUSG00000044646","Zbtb7c",2.826,1.972,1.38361912450042e-09,2.47119545500743e-08,1,0.351
"ENSMUSG00000005483","Dnajb1",-1.471,9.324,1.38565188979538e-09,2.47239498293156e-08,1,0.202
"ENSMUSG00000040728","Esrp1",-2.203,2.646,1.4053455202438e-09,2.5050732119439e-08,1,0.283
"ENSMUSG00000029556","Hnf1a",5.153,0.244,1.44331832173468e-09,2.56802525312531e-08,1,0.517
"ENSMUSG00000026107","Nabp1",1.418,6.646,1.44348920030882e-09,2.56802525312531e-08,1,0.194
"ENSMUSG00000049281","Scn3b",-2.148,3.606,1.44638447692274e-09,2.57065828168539e-08,1,0.282
"ENSMUSG00000032261","Sh3bgrl2",1.775,4.185,1.48225340030761e-09,2.63183291917765e-08,1,0.237
"ENSMUSG00000039286","Fndc3b",1.203,6.261,1.49249502771464e-09,2.64742965658289e-08,1,0.165
"ENSMUSG00000031616","Ednra",-2.621,3.672,1.50998183892211e-09,2.67583513387133e-08,1,0.34
"ENSMUSG00000027442","Cst8",-4.591,0.728,1.52750458792344e-09,2.70411415450136e-08,1,0.501
"ENSMUSG00000103879","Sftpb",-3.092,9.911,1.52891721904476e-09,2.70411415450136e-08,1,0.399
"ENSMUSG00000015027","Galns",1.239,5.034,1.53607310468430e-09,2.71412761415229e-08,1,0.169
"ENSMUSG00000056004","9330182L06Rik",-2.776,2.193,1.56176748518621e-09,2.75416937873032e-08,1,0.35
"ENSMUSG00000055799","Tcf7l1",-2.092,3.367,1.5611760077774e-09,2.75416937873032e-08,1,0.275
"ENSMUSG00000045333","Zfp423",-3.588,1.076,1.56857995961403e-09,2.7608223242664e-08,1,0.416
"ENSMUSG00000039457","Ppl",-1.522,5.267,1.56818349255261e-09,2.7608223242664e-08,1,0.207
"ENSMUSG00000062310","Glrp1",4.099,0.953,1.62012945401277e-09,2.84879297218663e-08,1,0.466
"ENSMUSG00000030208","Emp1",1.176,7.708,1.62942256430828e-09,2.8623628102607e-08,1,0.163
"ENSMUSG00000047250","Ptgs1",1.194,5.958,1.64342788571821e-09,2.88417624310972e-08,1,0.164
"ENSMUSG00000019838","Slc16a10",1.537,4.13,1.66042255135808e-09,2.91001449223801e-08,1,0.206
"ENSMUSG00000033192","Lpcat2",1.61,4.413,1.66135489344352e-09,2.91001449223801e-08,1,0.218
"ENSMUSG00000040263","Klhdc4",1.299,6.23,1.69287976545185e-09,2.96237649900456e-08,1,0.179
"ENSMUSG00000040732","Erg",-2.226,4.319,1.71192109788021e-09,2.99281374609202e-08,1,0.295
"ENSMUSG00000030187","Klra2",1.673,4.251,1.7249354929803e-09,3.01266618216289e-08,1,0.225
"ENSMUSG00000028967","Errfi1",-1.443,7.162,1.74122050828038e-09,3.03818725383331e-08,1,0.199
"ENSMUSG00000091572","Vmn2r3",8.42,-0.564,1.83937696486306e-09,3.20637650573633e-08,1,0.595
"ENSMUSG00000020811","Wscd1",-3.248,2.873,1.86380707379444e-09,3.24584771700885e-08,1,0.408
"ENSMUSG00000004933","Matk",1.304,4.57,1.87109309031081e-09,3.25541521957908e-08,1,0.177
"ENSMUSG00000024304","Cdh2",3.117,2.017,1.87769529232236e-09,3.26377581720032e-08,1,0.387
"ENSMUSG00000006519","Cyba",1.304,7.979,1.8952849902429e-09,3.29120043621148e-08,1,0.181
"ENSMUSG00000025491","Ifitm1",1.566,6.114,1.89848481983003e-09,3.29360823948354e-08,1,0.215
"ENSMUSG00000054428","Atpif1",1.092,5.556,1.92257210301171e-09,3.33221370983823e-08,1,0.15
"ENSMUSG00000031271","Serpina7",5.118,-0.315,1.94300202787354e-09,3.36258717951429e-08,0.999,0.488
"ENSMUSG00000048332","Lhfp",-1.571,5.039,1.94379901920832e-09,3.36258717951429e-08,1,0.215
"ENSMUSG00000053199","Arhgap20",-2.554,2.416,1.95624833846609e-09,3.38090340817299e-08,1,0.326
"ENSMUSG00000035934","Pknox2",-2.82,2.351,1.97718027980799e-09,3.41383104585859e-08,1,0.358
"ENSMUSG00000021773","Comtd1",1.972,3.266,1.99868984525401e-09,3.44769253078764e-08,1,0.261
"ENSMUSG00000094121","LOC100041504",-8.188,-0.684,2.00454827874854e-09,3.44795147946977e-08,1,0.566
"ENSMUSG00000095675","LOC100041504",-8.188,-0.684,2.00307629478211e-09,3.44795147946977e-08,1,0.566
"ENSMUSG00000096596","LOC100041504",-8.188,-0.684,2.00643289682864e-09,3.44795147946977e-08,1,0.566
"ENSMUSG00000096873","Ccl21c",-8.188,-0.684,2.0021702444094e-09,3.44795147946977e-08,1,0.566
"ENSMUSG00000070873","Lilra5",2.537,4.134,2.07650855613749e-09,3.56500013361827e-08,1,0.335
"ENSMUSG00000038738","Shank1",-2.021,3.227,2.09225455886371e-09,3.58864134156755e-08,1,0.268
"ENSMUSG00000028307","Aldob",5.797,-0.779,2.09427360535397e-09,3.58871563845751e-08,0.999,0.505
"ENSMUSG00000045680","Tcf21",-2.617,3.037,2.13156747295716e-09,3.64917922514552e-08,1,0.34
"ENSMUSG00000090509","Sfta2",-2.634,4.334,2.16583062880771e-09,3.70434534290614e-08,1,0.347
"ENSMUSG00000067336","Bmpr2",-1.446,7.072,2.20834135339159e-09,3.77350069078127e-08,1,0.2
"ENSMUSG00000048216","Gpr85",3.159,1.12,2.24312758448283e-09,3.82933923350998e-08,0.998,0.379
"ENSMUSG00000020334","Slc22a4",2.828,1.916,2.25666241254889e-09,3.84882779920545e-08,1,0.356
"ENSMUSG00000028957","Per3",-2.122,4.745,2.3171909210893e-09,3.9483542111319e-08,1,0.287
"ENSMUSG00000028124","Gclm",1.201,4.957,2.32648571942327e-09,3.95306703532313e-08,1,0.165
"ENSMUSG00000097336","Fendrr",-2.364,5.427,2.32578015696322e-09,3.95306703532313e-08,1,0.317
"ENSMUSG00000024095","Hnrnpll",1.082,6.191,2.32504856778725e-09,3.95306703532313e-08,1,0.151
"ENSMUSG00000037922","Bank1",-2.272,6.45,2.39794997006063e-09,4.07068815478329e-08,1,0.307
"ENSMUSG00000021477","Ctsl",1.326,7.787,2.43978869369195e-09,4.13784517574422e-08,1,0.185
"ENSMUSG00000042250","Pglyrp4",4.155,0.317,2.45194126223448e-09,4.15457659395776e-08,0.999,0.458
"ENSMUSG00000030313","Dennd5b",-1.533,5.541,2.50365112796205e-09,4.23824036237677e-08,1,0.212
"ENSMUSG00000001227","Sema6b",1.877,3.681,2.58777389451386e-09,4.37656657541431e-08,1,0.252
"ENSMUSG00000070427","Il18bp",2.319,2.439,2.59075724534124e-09,4.37753624226775e-08,1,0.301
"ENSMUSG00000041347","Bdkrb1",-3.057,1.32,2.6136193827134e-09,4.41206156762139e-08,0.999,0.374
"ENSMUSG00000041754","Trem3",2.053,4.367,2.64645752920358e-09,4.45920728761167e-08,1,0.277
"ENSMUSG00000031488","Rab11fip1",1.522,7.623,2.64553515181047e-09,4.45920728761167e-08,1,0.212
"ENSMUSG00000031709","Tbc1d9",1.733,6.033,2.67115089846519e-09,4.49664364408914e-08,1,0.239
"ENSMUSG00000039607","Rbms3",-1.984,3.923,2.68821988698557e-09,4.52118759511165e-08,1,0.268
"ENSMUSG00000000094","Tbx4",-2.26,3.978,2.69240352845495e-09,4.52403493902457e-08,1,0.303
"ENSMUSG00000036144","Meox2",-3.136,2.336,2.70476434735444e-09,4.54060439975472e-08,1,0.397
"ENSMUSG00000042066","Tmcc2",-2.297,4.935,2.71094713522457e-09,4.54678151100822e-08,1,0.31
"ENSMUSG00000048440","Cyp4f16",1.284,5.072,2.72244875503871e-09,4.5618597035538e-08,1,0.178
"ENSMUSG00000028965","Tnfrsf9",1.589,4.136,2.72622701438272e-09,4.56398041375556e-08,1,0.216
"ENSMUSG00000028031","Dkk2",2.706,1.886,2.80188429604796e-09,4.68631918539734e-08,0.999,0.344
"ENSMUSG00000018411","Mapt",-2.191,3.783,2.85708381861042e-09,4.77424751437348e-08,1,0.294
"ENSMUSG00000030643","Rab30",-1.451,4.444,2.91407549578616e-09,4.86500618616359e-08,1,0.199
"ENSMUSG00000021996","Esd",1.229,6.652,2.95671335940896e-09,4.92787676001764e-08,1,0.172
"ENSMUSG00000056737","Capg",1.384,7.713,2.95716013456245e-09,4.92787676001764e-08,1,0.194
"ENSMUSG00000019762","Iyd",-5.83,-0.085,3.03608510895755e-09,5.05476167911136e-08,1,0.545
"ENSMUSG00000033595","Lgi3",-3.562,6.48,3.04672195925232e-09,5.06782579375999e-08,1,0.457
"ENSMUSG00000036943","Rab8b",1.347,7.843,3.08786539867024e-09,5.13156332126681e-08,1,0.189
"ENSMUSG00000026880","Stom",1.237,6.211,3.09316564096222e-09,5.13567282472009e-08,1,0.173
"ENSMUSG00000050966","Lin28a",4.647,-0.18,3.12016422994246e-09,5.17576831713925e-08,0.998,0.472
"ENSMUSG00000004451","Ralb",1.101,5.623,3.13425970580332e-09,5.19440632264703e-08,1,0.154
"ENSMUSG00000034771","Tle2",-1.458,5.026,3.15173500962646e-09,5.21860662851915e-08,1,0.202
"ENSMUSG00000037411","Serpine1",2.31,7.313,3.1571099787384e-09,5.22274550581096e-08,1,0.314
"ENSMUSG00000079355","Ackr4",-3.439,1.081,3.17283228401620e-09,5.24068578915587e-08,0.999,0.407
"ENSMUSG00000022564","Grina",1.387,8.376,3.17372515308933e-09,5.24068578915587e-08,1,0.195
"ENSMUSG00000043932","Klri2",-1.186,5.035,3.18984858302105e-09,5.26252585485871e-08,1,0.165
"ENSMUSG00000004849","Ap1s1",1.145,5.324,3.36292566285946e-09,5.54302919602352e-08,1,0.16
"ENSMUSG00000060180","Myh13",-3.888,0.482,3.41944008164644e-09,5.62597007636105e-08,0.998,0.435
"ENSMUSG00000005320","Fgfr4",-3.068,2.045,3.41752964982288e-09,5.62597007636105e-08,1,0.389
"ENSMUSG00000036986","Pml",-1.225,6.815,3.47529306285924e-09,5.71268988178961e-08,1,0.172
"ENSMUSG00000078670","Fam174b",-1.989,3.322,3.49861787027279e-09,5.74583137392721e-08,1,0.267
"ENSMUSG00000031877","Ces2g",-2.058,3.4,3.5020986203727e-09,5.74635224394306e-08,1,0.277
"ENSMUSG00000027533","Fabp5",1.999,7.714,3.53450216503414e-09,5.7942867622455e-08,1,0.276
