"Ensembl_ID","Gene_symbol","Log_FoldChange","logCPM","PValue","FDR_adjusted_P.value","Power","BCOV"
"ENSMUSG00000040026","Saa3",5.381,3.252,6.16979223895256e-34,1.55199744920512e-31,1,0.292
"ENSMUSG00000053093","Myh7",-4.883,3.776,6.23738239330399e-34,1.55199744920512e-31,1,0.276
"ENSMUSG00000015354","Pcolce2",-3.849,5.839,6.71945085348054e-34,1.64935277435974e-31,1,0.237
"ENSMUSG00000021950","Anxa8",4.174,5.641,7.23736472023574e-34,1.75279323704483e-31,1,0.253
"ENSMUSG00000033213","AA467197",3.913,4.581,8.638248934935e-34,2.06454149544947e-31,1,0.238
"ENSMUSG00000074677","LOC100038947",3.227,4.574,1.19577402177071e-33,2.82078432875886e-31,1,0.202
"ENSMUSG00000001348","Acp5",2.98,7.467,2.17476897700663e-33,5.06442355107031e-31,1,0.194
"ENSMUSG00000035105","Egln3",3.789,4.794,2.55361113333624e-33,5.87136615517967e-31,1,0.234
"ENSMUSG00000025044","Msr1",4.684,5.472,2.9454178002004e-33,6.68757111535501e-31,1,0.279
"ENSMUSG00000025854","Fam20c",3.387,5.291,3.7524259689223e-33,8.41469941969193e-31,1,0.215
"ENSMUSG00000041324","Inhba",4.28,3.578,5.96693725397881e-33,1.32174936928379e-30,1,0.253
"ENSMUSG00000026167","Wnt10a",5.262,3.09,7.44294589220499e-33,1.62883938778327e-30,1,0.29
"ENSMUSG00000029371","Cxcl5",6.586,3.101,9.65342658940107e-33,2.08743857821287e-30,1,0.338
"ENSMUSG00000037736","Limch1",-3.346,6.065,1.74074402827055e-32,3.71986759170662e-30,1,0.217
"ENSMUSG00000019832","Rab32",2.403,5.408,2.11932699442558e-32,4.47621575892399e-30,1,0.161
"ENSMUSG00000041782","Lad1",3.429,4.059,2.24043182712477e-32,4.67760962159706e-30,1,0.215
"ENSMUSG00000034918","Cdhr2",11.054,2.019,2.83150075062828e-32,5.84447495845592e-30,1,0.363
"ENSMUSG00000041268","Dmxl2",2.87,7.386,4.41110811363012e-32,9.00262559280645e-30,1,0.192
"ENSMUSG00000025784","Clec3b",-4.029,6.047,7.69493529373758e-32,1.55300894083833e-29,1,0.255
"ENSMUSG00000061353","Cxcl12",-2.808,6.541,1.91843285576349e-31,3.82927630682286e-29,1,0.19
"ENSMUSG00000034810","Scn7a",-2.983,6.339,3.22691352367618e-31,6.37104970044066e-29,1,0.201
"ENSMUSG00000040969","Arhgef38",-3.772,4.333,3.46074204020296e-31,6.75923853959641e-29,1,0.239
"ENSMUSG00000068893","Sprr2a2",5.976,2.885,7.72365160464427e-31,1.49099864930767e-28,1,0.325
"ENSMUSG00000025150","Cbr2",-4.475,9.476,7.7981100905213e-31,1.49099864930767e-28,1,0.284
"ENSMUSG00000002985","Apoe",3.015,10.828,8.6507456580051e-31,1.63679316804172e-28,1,0.205
"ENSMUSG00000014361","Mertk",2.407,5.917,1.09381457900407e-30,2.04825237247731e-28,1,0.167
"ENSMUSG00000030142","Clec4e",3.607,9.268,2.90964084808259e-30,5.39293024128287e-28,1,0.241
"ENSMUSG00000019368","Sec14l4",-3.599,4.266,3.37759954535197e-30,6.19704223654274e-28,1,0.234
"ENSMUSG00000028019","Pdgfc",3.791,3.741,4.25195219991832e-30,7.72324597593164e-28,1,0.243
"ENSMUSG00000039013","Siglecf",3.47,6.09,5.1270252251581e-30,9.22052338512591e-28,1,0.234
"ENSMUSG00000056501","Cebpb",2.296,7.723,5.33397616231502e-30,9.49866107963628e-28,1,0.163
"ENSMUSG00000024486","Hbegf",2.437,5.245,7.19519560100947e-30,1.26886925142462e-27,1,0.17
"ENSMUSG00000035004","Igsf6",2.479,6.129,9.41519345049113e-30,1.64439974841078e-27,1,0.175
"ENSMUSG00000047793","Sned1",-2.865,5.675,1.39988137489296e-29,2.42166145652911e-27,1,0.199
"ENSMUSG00000026674","Ddr2",-2.543,5.479,1.50230729117396e-29,2.57433109781922e-27,1,0.179
"ENSMUSG00000041237","Pklr",7.066,1.877,1.52436252393794e-29,2.5775860194699e-27,1,0.336
"ENSMUSG00000033327","Tnxb",-3.788,7.396,1.53258803183632e-29,2.5775860194699e-27,1,0.254
"ENSMUSG00000049791","Fzd4",-2.572,5.529,1.83704879155595e-29,3.06129855502957e-27,1,0.181
"ENSMUSG00000028874","Fgr",2.256,6.884,2.26245720662059e-29,3.73593388191422e-27,1,0.162
"ENSMUSG00000090124","Ugt1a6a",2.227,5.464,2.67441253860674e-29,4.3763990406534e-27,1,0.159
"ENSMUSG00000059089","Fcgr4",3.111,4.813,2.92843361522924e-29,4.74929180241285e-27,1,0.212
"ENSMUSG00000025877","Hk3",2.261,5.52,5.53718503109128e-29,8.9006574251984e-27,1,0.162
"ENSMUSG00000043613","Mmp3",-2.785,5.027,9.81903227671135e-29,1.56449914275601e-26,1,0.195
"ENSMUSG00000029082","Bst1",3.052,6.062,1.34171443827743e-28,2.11920878755403e-26,1,0.215
"ENSMUSG00000037033","Clca3b",10.945,1.912,1.53697822676173e-28,2.40669590611208e-26,1,0.39
"ENSMUSG00000023043","Krt18",2.512,6.601,2.41543203078645e-28,3.74990661600043e-26,1,0.182
"ENSMUSG00000006369","Fbln1",-3.604,6.619,2.95352960711976e-28,4.54643320201045e-26,1,0.249
"ENSMUSG00000041605","5730559C18Rik",3.907,3.626,3.31014275517057e-28,5.05255739537128e-26,1,0.257
"ENSMUSG00000031906","Smpd3",3.279,4.142,4.52563256413413e-28,6.8104195027533e-26,1,0.225
"ENSMUSG00000025068","Gsto1",2.346,6.179,4.53835679427208e-28,6.8104195027533e-26,1,0.171
"ENSMUSG00000026574","Dpt",-3.667,6.445,4.5742742751371e-28,6.8104195027533e-26,1,0.254
"ENSMUSG00000041577","Prelp",-2.888,6.132,4.83712298585738e-28,7.1432115378141e-26,1,0.207
"ENSMUSG00000014599","Csf1",2.417,8.172,8.41976188374441e-28,1.23335931335753e-25,1,0.178
"ENSMUSG00000062960","Kdr",-2.73,5.605,9.17093494188226e-28,1.3326468982748e-25,1,0.197
"ENSMUSG00000056124","B4galt6",2.687,4.955,1.43507669797002e-27,2.06878834459742e-25,1,0.193
"ENSMUSG00000038415","Foxq1",4.26,3.257,2.64771662871811e-27,3.78686022393983e-25,1,0.278
"ENSMUSG00000027356","Fermt1",4.386,3.47,3.16824586087184e-27,4.49593889194344e-25,1,0.287
"ENSMUSG00000021390","Ogn",-3.615,6.062,3.3306013953434e-27,4.68969331356726e-25,1,0.255
"ENSMUSG00000021943","Gdf10",-3.913,4.205,5.08473019861548e-27,7.10454148674242e-25,1,0.267
"ENSMUSG00000015947","Fcgr1",3.438,4.075,7.56956209838365e-27,1.04956890042016e-24,1,0.24
"ENSMUSG00000034427","Myo15b",4.534,4.01,1.11021497906549e-26,1.52772309695043e-24,1,0.302
"ENSMUSG00000090066","LOC102634333",6.284,2.731,1.60925087663396e-26,2.19777691151723e-24,1,0.364
"ENSMUSG00000013643","Lypd8",10.667,1.638,1.73268913872808e-26,2.34869891909379e-24,1,0.395
"ENSMUSG00000028238","Atp6v0d2",3.677,7.04,2.90017373872554e-26,3.90213005853412e-24,1,0.264
"ENSMUSG00000028599","Tnfrsf1b",2.066,8.662,4.0235696421011e-26,5.3738322778768e-24,1,0.159
"ENSMUSG00000075122","Cd80",2.98,5.521,4.50305349424872e-26,5.97032581529444e-24,1,0.22
"ENSMUSG00000035258","Abi3bp",-3.726,5.241,5.98204806569059e-26,7.87376239602927e-24,1,0.266
"ENSMUSG00000000982","Ccl3",2.555,9.53,6.2691076429942e-26,8.19223534009688e-24,1,0.194
"ENSMUSG00000047798","Cd300lf",3.039,8.161,7.14552301079459e-26,9.27080571200521e-24,1,0.226
"ENSMUSG00000051439","Cd14",3.212,9.739,7.38574918606877e-26,9.51452115005341e-24,1,0.238
"ENSMUSG00000020810","Cygb",-3.384,5.836,9.0723425697236e-26,1.16049317208774e-23,1,0.248
"ENSMUSG00000019929","Dcn",-3.764,8.137,9.62400331472578e-26,1.22245032313762e-23,1,0.272
"ENSMUSG00000049723","Mmp12",4.022,8.111,1.13262137041564e-25,1.4286760119604e-23,1,0.287
"ENSMUSG00000078945","Naip2",2.194,5.605,1.15233356124494e-25,1.44351633147952e-23,1,0.168
"ENSMUSG00000094686","Ccl21a",-2.663,5.133,1.41247668419124e-25,1.75727578709929e-23,1,0.201
"ENSMUSG00000046805","Mpeg1",2.826,9.429,1.42768478909336e-25,1.76411336796543e-23,1,0.214
"ENSMUSG00000049382","Krt8",2.597,7.304,1.69671259168906e-25,2.08237077807027e-23,1,0.198
"ENSMUSG00000058755","Osm",2.528,8.203,1.72457051413888e-25,2.10235562542407e-23,1,0.194
"ENSMUSG00000041828","Abca8a",-3.334,5.996,2.85171482989869e-25,3.45323654468533e-23,1,0.247
"ENSMUSG00000038642","Ctss",2.965,10.148,2.99772865890304e-25,3.60600949406058e-23,1,0.225
"ENSMUSG00000059479","B3gnt8",10.285,1.274,4.11054478030494e-25,4.9121010124644e-23,1,0.388
"ENSMUSG00000029287","Tgfbr3",-2.378,5.34,5.64984333519316e-25,6.70743492421233e-23,1,0.184
"ENSMUSG00000031762","Mt2",2.128,5.716,5.92589375651633e-25,6.98947624632225e-23,1,0.166
"ENSMUSG00000030474","Siglece",2.881,4.738,7.13865300134835e-25,8.36558020106396e-23,1,0.217
"ENSMUSG00000029553","Tfec",4.559,3.462,9.33613619942123e-25,1.08706139696338e-22,1,0.311
"ENSMUSG00000049130","C5ar1",2.555,7.401,1.1150317268851e-24,1.29002778898987e-22,1,0.199
"ENSMUSG00000031903","Pla2g15",2.702,5.066,1.28119156773985e-24,1.47288377445738e-22,1,0.207
"ENSMUSG00000079105","C7",-4.179,5.609,1.57786342998669e-24,1.8025353045458e-22,1,0.301
"ENSMUSG00000037613","Tnfrsf23",2.885,4.295,1.61835634393903e-24,1.83723903945678e-22,1,0.218
"ENSMUSG00000045551","Fpr1",2.803,4.567,1.7190762439966e-24,1.93945968297852e-22,1,0.213
"ENSMUSG00000038508","Gdf15",4.34,6.695,1.81105591712225e-24,2.03061849867954e-22,1,0.313
"ENSMUSG00000026928","Card9",2.127,5.266,1.89058066291061e-24,2.10677958043609e-22,1,0.167
"ENSMUSG00000005054","Cstb",2.236,6.567,1.92420489564947e-24,2.1311742514986e-22,1,0.177
"ENSMUSG00000059498","Fcgr3",2.616,7.559,1.94004807101625e-24,2.13569897951146e-22,1,0.204
"ENSMUSG00000043157","Arl11",2.599,4.715,2.06102556077735e-24,2.25520893288914e-22,1,0.199
"ENSMUSG00000031790","Mmp15",-2.434,5.86,2.20519540715869e-24,2.3985131362653e-22,1,0.191
"ENSMUSG00000025355","Mmp19",2.936,6.459,2.84658463768322e-24,3.07770019993321e-22,1,0.227
"ENSMUSG00000020399","Havcr2",2.207,5.6,2.88391540903603e-24,3.09961180412606e-22,1,0.174
"ENSMUSG00000021939","Ctsb",2.6,10.414,3.51583817037082e-24,3.75656967803621e-22,1,0.205
"ENSMUSG00000041134","Cyyr1",-3.054,5.91,3.65951500302578e-24,3.88721815876961e-22,1,0.235
"ENSMUSG00000031523","Dlc1",-2.227,5.875,3.82370030268911e-24,4.03800536616541e-22,1,0.177
"ENSMUSG00000039953","Clstn1",-2.004,6.318,3.96512309818419e-24,4.16315005522645e-22,1,0.16
"ENSMUSG00000022951","Rcan1",2.489,5.99,4.49327446643312e-24,4.6905653682926e-22,1,0.196
"ENSMUSG00000026175","Vil1",4.725,2.673,5.37816265708742e-24,5.58222551447633e-22,1,0.317
"ENSMUSG00000038301","Snx10",2.033,6.258,6.07898402634842e-24,6.27378783264731e-22,1,0.163
"ENSMUSG00000028036","Ptgfr",-5.022,3.005,6.29593084629608e-24,6.46097671706903e-22,1,0.336
"ENSMUSG00000052270","Fpr2",3.009,5.223,6.8860785641632e-24,7.02689500221688e-22,1,0.232
"ENSMUSG00000007891","Ctsd",3.184,11.364,7.71452790441374e-24,7.82830641652353e-22,1,0.246
"ENSMUSG00000039982","Dtx4",2.147,5.543,7.8062869513481e-24,7.87741089912705e-22,1,0.172
"ENSMUSG00000049988","Lrrc25",2.312,5.143,7.9509433003328e-24,7.97905713299696e-22,1,0.183
"ENSMUSG00000022534","Mefv",2.885,5.47,1.66347765173812e-23,1.66018725638303e-21,1,0.226
"ENSMUSG00000040711","Sh3pxd2b",2.444,6.482,1.84624950328978e-23,1.83252874195385e-21,1,0.196
"ENSMUSG00000054619","Mettl7a1",-2.239,6.631,1.92207389433303e-23,1.89742120742745e-21,1,0.181
"ENSMUSG00000050335","Lgals3",2.475,8.646,2.19218344851048e-23,2.15236865722943e-21,1,0.199
"ENSMUSG00000031765","Mt1",1.916,6.719,2.21172359042988e-23,2.15987888691228e-21,1,0.157
"ENSMUSG00000000544","Gpa33",8.446,1.195,2.78071068519977e-23,2.70100689229779e-21,1,0.388
"ENSMUSG00000006386","Tek",-3.568,6.134,2.96275032785684e-23,2.86252111463786e-21,1,0.274
"ENSMUSG00000058624","Gda",2.285,6.907,3.37056470737521e-23,3.23930885422028e-21,1,0.186
"ENSMUSG00000002992","Apoc2",3.781,2.928,3.85092934176906e-23,3.66221364208865e-21,1,0.274
"ENSMUSG00000027995","Tlr2",2.465,7.73,3.83698243820299e-23,3.66221364208865e-21,1,0.199
"ENSMUSG00000020377","Ltc4s",2.952,4.158,4.83765680491418e-23,4.57662490648235e-21,1,0.229
"ENSMUSG00000055013","Agap1",1.908,5.684,5.36092460742077e-23,5.04538002949176e-21,1,0.157
"ENSMUSG00000064325","Hhip",-3.795,6.599,5.40868561612586e-23,5.06409100676857e-21,1,0.29
"ENSMUSG00000020642","Rnf144a",-2.033,6.203,5.6790038134684e-23,5.28991924450462e-21,1,0.167
"ENSMUSG00000049690","Nckap5",-2.946,4.562,6.64014756634563e-23,6.15365512219908e-21,1,0.23
"ENSMUSG00000053113","Socs3",2.033,9.032,7.86803241982127e-23,7.25456552658038e-21,1,0.169
"ENSMUSG00000027931","Npr1",-2.045,5.473,8.28876982953297e-23,7.60389975674934e-21,1,0.168
"ENSMUSG00000040907","Atp1a3",1.934,5.953,1.12608167089078e-22,1.02610206263713e-20,1,0.16
"ENSMUSG00000032691","Nlrp3",3.081,9.496,1.12981949200301e-22,1.02610206263713e-20,1,0.246
"ENSMUSG00000002944","Cd36",-2.241,7.711,1.35869640983043e-22,1.22782893473433e-20,1,0.185
"ENSMUSG00000027611","Procr",3.006,3.715,1.42382853132586e-22,1.28031789321797e-20,1,0.234
"ENSMUSG00000023224","Serping1",-3.437,7.622,1.45222251056031e-22,1.29941722570529e-20,1,0.27
"ENSMUSG00000018774","Cd68",2.794,7.658,1.58156655460098e-22,1.40821445577315e-20,1,0.226
"ENSMUSG00000056427","Slit3",-3.262,5.545,1.66900885064933e-22,1.47882325674119e-20,1,0.257
"ENSMUSG00000025207","Sema4g",3.455,3.369,1.69997138335516e-22,1.49894564112928e-20,1,0.262
"ENSMUSG00000017607","Tns4",3.571,3.615,1.82705297294747e-22,1.60321691790424e-20,1,0.272
"ENSMUSG00000038550","Ciart",-2.277,5.767,2.80730110943729e-22,2.45152968037591e-20,1,0.188
"ENSMUSG00000045312","Lhfpl2",3.18,6.02,4.09800785963853e-22,3.56154137619494e-20,1,0.255
"ENSMUSG00000029231","Pdgfra",-3.227,5.66,5.05367489840795e-22,4.37118813593724e-20,1,0.259
"ENSMUSG00000048960","Prex2",-2.34,5.379,5.6813329306552e-22,4.87382572614977e-20,1,0.194
"ENSMUSG00000023067","Cdkn1a",2.289,7.892,5.68845548306403e-22,4.87382572614977e-20,1,0.192
"ENSMUSG00000034714","Ttyh2",2.868,4.519,6.21532192705211e-22,5.30023978793308e-20,1,0.231
"ENSMUSG00000026749","Nek6",2.446,6.155,6.59125726631662e-22,5.59456060679323e-20,1,0.203
"ENSMUSG00000018217","Pmp22",-1.872,5.918,6.65781380825721e-22,5.62476883782251e-20,1,0.158
"ENSMUSG00000020044","Timp3",-2.859,8.465,6.70071224372216e-22,5.63480264791525e-20,1,0.235
"ENSMUSG00000028859","Csf3r",2.475,9.189,7.22401365662224e-22,6.04686562483347e-20,1,0.207
"ENSMUSG00000041608","Entpd3",5.639,5.45,9.19313730380381e-22,7.65982321038039e-20,1,0.403
"ENSMUSG00000022415","Syngr1",2.791,4.103,1.08428918343882e-21,8.99316380273184e-20,1,0.225
"ENSMUSG00000039004","Bmp6",-3.658,4.526,1.26637065112477e-21,1.04556165941047e-19,1,0.287
"ENSMUSG00000062778","Chia1",-4.597,4.81,1.63333381838297e-21,1.34243780439404e-19,1,0.346
"ENSMUSG00000006589","Aprt",1.727,5.915,1.64791392867856e-21,1.34832020723051e-19,1,0.148
"ENSMUSG00000027322","Siglec1",3.279,6.034,1.91987509660415e-21,1.55681300244276e-19,1,0.266
"ENSMUSG00000011752","Pgam1",1.829,7.398,1.91414462643827e-21,1.55681300244276e-19,1,0.157
"ENSMUSG00000055653","Gpc3",-3.211,6.244,2.14945032633064e-21,1.73522736566532e-19,1,0.262
"ENSMUSG00000031098","Syt8",5.347,2.458,2.61994974137721e-21,2.10569765939715e-19,1,0.37
"ENSMUSG00000023886","Smoc2",-4.114,3.724,2.77684921702788e-21,2.22196868625966e-19,1,0.315
"ENSMUSG00000057751","Megf6",-2.575,5.151,2.79578827219759e-21,2.22731132351741e-19,1,0.216
"ENSMUSG00000046623","Gjb4",5.608,1.464,2.87907401527773e-21,2.28364630626658e-19,1,0.358
"ENSMUSG00000033032","Afap1l1",-2.816,5.706,2.92975705502869e-21,2.31374378902353e-19,1,0.234
"ENSMUSG00000032420","Nt5e",2.163,6.159,3.03434099873636e-21,2.3859640649804e-19,1,0.185
"ENSMUSG00000056529","Ptafr",2.436,7.942,3.16327028769268e-21,2.4766224786918e-19,1,0.207
"ENSMUSG00000034310","Tmem132d",-4.777,2.486,3.47553174704528e-21,2.70942311816869e-19,1,0.342
"ENSMUSG00000024028","Tff2",5.842,3.911,3.70772731946056e-21,2.8780837192599e-19,1,0.414
"ENSMUSG00000074622","Mafb",2.298,6.276,4.00981597697269e-21,3.09933180449923e-19,1,0.196
"ENSMUSG00000003051","Elf3",3.287,5.27,4.08902260871694e-21,3.14716129935315e-19,1,0.268
"ENSMUSG00000026149","Tm4sf20",6.489,1.354,4.96919520493279e-21,3.80845829967929e-19,1,0.386
"ENSMUSG00000024292","Cyp4f14",7.23,1.357,5.09813843388551e-21,3.89086497954186e-19,1,0.405
"ENSMUSG00000068874","Selenbp1",-2.172,6.62,5.13595790001104e-21,3.90332800400839e-19,1,0.187
"ENSMUSG00000030306","Tmtc1",-2.959,4.98,5.52373876561375e-21,4.180549622442e-19,1,0.245
"ENSMUSG00000017724","Etv4",4.798,2.393,5.56212377093627e-21,4.19213345125669e-19,1,0.344
"ENSMUSG00000040522","Tlr8",3.036,4.692,6.59572840037884e-21,4.95061201092898e-19,1,0.25
"ENSMUSG00000026180","Cxcr2",3.018,5.505,6.97609222263769e-21,5.21455716592555e-19,1,0.251
"ENSMUSG00000031661","Nkd1",-2.575,4.752,7.35042179146527e-21,5.47184677951538e-19,1,0.216
"ENSMUSG00000026688","Mgst3",2.26,4.156,8.29110481228711e-21,6.14692358409727e-19,1,0.19
"ENSMUSG00000033880","Lgals3bp",1.85,7.428,8.91231577387501e-21,6.58062210230349e-19,1,0.162
"ENSMUSG00000018862","Otop3",6.496,1.737,9.27082358053834e-21,6.81762103307281e-19,1,0.402
"ENSMUSG00000029380","Cxcl1",4.025,6.36,9.49937735587135e-21,6.95752783435674e-19,1,0.322
"ENSMUSG00000027800","Tm4sf1",1.981,5.973,1.15963884808186e-20,8.45930925163008e-19,1,0.172
"ENSMUSG00000095788","Sirpb1a",2.589,3.928,1.21719586674404e-20,8.84365828941553e-19,1,0.216
"ENSMUSG00000045502","Hcar2",2.822,8.851,1.33526518265642e-20,9.66285130588498e-19,1,0.24
